16.19,15.46,16.17,15.37,14.82,14.39,15.35,14.72,14.65,13.01,14.76,14.5,15.09,14.85,14.86,15.23
2.516,2.203,2.426,2.168,1.959,1.869,2.167,1.901,1.932,1.779,1.952,1.892,2.093,1.96,1.969,2.045
1,1,1,1,1,1.052,1,1,1.003,1.438,1.009,1,1,1,1,1
16.58,16.62,19,9.647,8.372,4.065,13.42,4.427,9.454,5.547,6.654,8.413,9.924,8.508,9.32,8.366
0.1017,0.08583,0.1025,0.08833,0.103,0.08028,0.09076,0.08059,0.08873,0.08174,0.1064,0.1026,0.1016,0.0898,0.08426,0.08255
-1.074,-0.6998,-0.843,-1.159,-1.135,-1.066,-0.9071,-0.8596,-0.8972,-0.8499,-1.342,-1.028,-1.324,-0.8013,-1.013,-0.9506
16.13,11.9,15,12.38,12.57,9.752,12.39,8.138,11.88,8.788,13.44,10.07,13.74,9.539,11.81,9.605
