,Parking,Positions,,,,,,,20F,or,40F,Front,Pose,,,,,,,20F,Rear,Pose,,,,,
SlotLabel,UnityX,UnityZ,Latitude,Longitude,WGS84_Easting,WGS84_Northing,,UnityX_20F,UnityZ_20F,Latitude_20F,Longitude_20F,WGS84_Easting_20F,WGS84_Northing_20F,,UnityX_20R,UnityZ_20R,Latitude_20R,Longitude_20R,WGS84_Easting_20R,WGS84_Northing_20R,,UnityX_45F,UnityZ_45F,Latitude_45F,Longitude_45F,WGS84_Easting_45F,WGS84_Northing_45F
TC7_00_34,54.57,-549.751,1.266668259,103.7882887,365189.485,140036.6456,,54.57,-552.591,1.266646203,103.7882756,365188.0288,140034.2079,,54.57,-559.187,1.266594979,103.7882452,365184.6466,140028.5464,,54.57,-554.115,1.266634368,103.7882686,365187.2473,140032.8998
TC7_00_35,54.57,-556.55,1.266615458,103.7882573,365185.9987,140030.8098,,54.57,-559.39,1.266593403,103.7882443,365184.5425,140028.3721,,54.57,-565.986,1.266542178,103.7882139,365181.1604,140022.7106,,54.57,-560.914,1.266581567,103.7882373,365183.7611,140027.064
TC7_00_36,54.57,-563.33,1.266562805,103.7882261,365182.5222,140024.9903,,54.57,-566.17,1.266540749,103.7882131,365181.066,140022.5527,,54.57,-572.766,1.266489525,103.7881827,365177.6839,140016.8911,,54.57,-567.694,1.266528914,103.788206,365180.2846,140021.2446
TC7_00_37,54.57,-569.979,1.266511169,103.7881955,365179.1129,140019.2833,,54.57,-572.819,1.266489114,103.7881824,365177.6567,140016.8456,,54.57,-579.415,1.266437889,103.7881521,365174.2745,140011.1841,,54.57,-574.343,1.266477278,103.7881754,365176.8752,140015.5375
TP1_00_1,-34.77,19.39,1.271502217,103.7902199,365404.6337,140570.9653,,-37.61,19.39,1.271515379,103.790198,365402.196,140572.4215,,-44.206,19.39,1.271545947,103.7901471,365396.5345,140575.8037,,-39.134,19.39,1.271522442,103.7901863,365400.8879,140573.203
TP1_00_2,-41.26,19.39,1.271532294,103.7901699,365399.0631,140574.2931,,-44.1,19.39,1.271545456,103.7901479,365396.6255,140575.7493,,-50.696,19.39,1.271576024,103.790097,365390.9639,140579.1315,,-45.624,19.39,1.271552519,103.7901362,365395.3174,140576.5308
TP1_00_3,-47.74836,19.39,1.271562364,103.7901198,365393.494,140577.62,,-50.58836,19.39,1.271575526,103.7900979,365391.0563,140579.0763,,-57.18436,19.39,1.271606094,103.790047,365385.3948,140582.4584,,-52.11236,19.39,1.271582588,103.7900861,365389.7482,140579.8577
TP1_00_4,-54.30735,19.39,1.271592761,103.7900692,365387.8642,140580.9832,,-57.14735,19.39,1.271605922,103.7900473,365385.4266,140582.4395,,-63.74335,19.39,1.271636491,103.7899964,365379.765,140585.8216,,-58.67135,19.39,1.271612985,103.7900355,365384.1185,140583.2209
TP1_00_5,-60.83729,19.39,1.271623023,103.7900188,365382.2594,140584.3315,,-63.67729,19.39,1.271636185,103.7899969,365379.8217,140585.7877,,-70.27329,19.39,1.271666753,103.789946,365374.1602,140589.1699,,-65.20129,19.39,1.271643248,103.7899851,365378.5136,140586.5692
TP1_00_6,-67.39637,19.39,1.27165342,103.7899682,365376.6295,140587.6947,,-70.23637,19.39,1.271666582,103.7899463,365374.1919,140589.151,,-76.83237,19.39,1.27169715,103.7898954,365368.5304,140592.5331,,-71.76037,19.39,1.271673645,103.7899345,365372.8838,140589.9324
TP1_00_7,-73.91835,19.39,1.271683646,103.7899179,365371.0316,140591.0389,,-76.75835,19.39,1.271696807,103.789896,365368.5939,140592.4952,,-83.35435,19.39,1.271727376,103.7898451,365362.9324,140595.8773,,-78.28235,19.39,1.27170387,103.7898842,365367.2858,140593.2766
TP1_00_8,-80.47735,19.39,1.271714043,103.7898673,365365.4018,140594.4021,,-83.31735,19.39,1.271727204,103.7898453,365362.9641,140595.8584,,-89.91335,19.39,1.271757773,103.7897944,365357.3026,140599.2405,,-84.84135,19.39,1.271734267,103.7898336,365361.656,140596.6398
TP1_00_9,-87.00738,19.39,1.271744305,103.7898169,365359.7969,140597.7505,,-89.84738,19.39,1.271757467,103.789795,365357.3592,140599.2067,,-96.44338,19.39,1.271788035,103.7897441,365351.6977,140602.5888,,-91.37138,19.39,1.27176453,103.7897832,365356.0511,140599.9881
TP1_00_10,-93.5663,19.39,1.271774702,103.7897663,365354.1672,140601.1136,,-96.4063,19.39,1.271787864,103.7897444,365351.7295,140602.5698,,-103.0023,19.39,1.271818432,103.7896935,365346.068,140605.952,,-97.9303,19.39,1.271794926,103.7897326,365350.4214,140603.3513
TP1_00_11,-100.12134,19.39,1.271805081,103.7897157,365348.5408,140604.4748,,-102.96134,19.39,1.271818242,103.7896938,365346.1031,140605.931,,-109.55734,19.39,1.271848811,103.7896429,365340.4416,140609.3131,,-104.48534,19.39,1.271825305,103.789682,365344.7951,140606.7124
TP1_00_12,-106.6804,19.39,1.271835478,103.7896651,365342.911,140607.838,,-109.5204,19.39,1.271848639,103.7896432,365340.4733,140609.2942,,-116.1164,19.39,1.271879208,103.7895923,365334.8118,140612.6764,,-111.0444,19.39,1.271855702,103.7896314,365339.1652,140610.0756
TP1_00_13,-113.2104,19.39,1.27186574,103.7896147,365337.3061,140611.1863,,-116.0504,19.39,1.271878902,103.7895928,365334.8684,140612.6425,,-122.6464,19.39,1.27190947,103.7895419,365329.2069,140616.0247,,-117.5744,19.39,1.271885965,103.789581,365333.5604,140613.424
TP1_00_14,-119.7695,19.39,1.271896138,103.7895641,365331.6762,140614.5495,,-122.6095,19.39,1.271909299,103.7895422,365329.2386,140616.0058,,-129.2055,19.39,1.271939868,103.7894913,365323.5771,140619.3879,,-124.1335,19.39,1.271916362,103.7895304,365327.9305,140616.7872
TP1_00_15,-126.2913,19.39,1.271926362,103.7895138,365326.0784,140617.8936,,-129.1313,19.39,1.271939524,103.7894918,365323.6407,140619.3499,,-135.7273,19.39,1.271970092,103.789441,365317.9792,140622.732,,-130.6553,19.39,1.271946587,103.7894801,365322.3327,140620.1313
TP1_00_16,-132.8504,19.39,1.27195676,103.7894632,365320.4485,140621.2569,,-135.6904,19.39,1.271969921,103.7894412,365318.0109,140622.7131,,-142.2864,19.39,1.27200049,103.7893903,365312.3494,140626.0953,,-137.2144,19.39,1.271976984,103.7894295,365316.7028,140623.4946
TP1_00_17,-139.3804,19.39,1.271987022,103.7894128,365314.8437,140624.6052,,-142.2204,19.39,1.272000184,103.7893909,365312.406,140626.0614,,-148.8164,19.39,1.272030752,103.78934,365306.7445,140629.4436,,-143.7444,19.39,1.272007247,103.7893791,365311.0979,140626.8429
TP1_00_18,-145.9394,19.39,1.272017419,103.7893622,365309.2139,140627.9684,,-148.7794,19.39,1.272030581,103.7893402,365306.7762,140629.4246,,-155.3754,19.39,1.272061149,103.7892894,365301.1147,140632.8068,,-150.3034,19.39,1.272037644,103.7893285,365305.4681,140630.2061
TP1_00_19,-152.4964,19.39,1.272047807,103.7893116,365303.5858,140631.3305,,-155.3364,19.39,1.272060968,103.7892897,365301.1482,140632.7868,,-161.9324,19.39,1.272091537,103.7892388,365295.4866,140636.1689,,-156.8604,19.39,1.272068031,103.7892779,365299.8401,140633.5682
TP1_00_20,-159.0554,19.39,1.272078204,103.789261,365297.9561,140634.6937,,-161.8954,19.39,1.272091365,103.789239,365295.5184,140636.15,,-168.4914,19.39,1.272121934,103.7891881,365289.8569,140639.5321,,-163.4194,19.39,1.272098428,103.7892273,365294.2103,140636.9314
TP1_00_21,-165.5852,19.39,1.272108465,103.7892106,365292.3513,140638.0419,,-168.4252,19.39,1.272121627,103.7891887,365289.9137,140639.4982,,-175.0212,19.39,1.272152195,103.7891378,365284.2522,140642.8803,,-169.9492,19.39,1.27212869,103.7891769,365288.6056,140640.2796
TP1_00_22,-172.1443,19.39,1.272138863,103.78916,365286.7215,140641.4052,,-174.9843,19.39,1.272152024,103.7891381,365284.2838,140642.8614,,-181.5803,19.39,1.272182593,103.7890872,365278.6223,140646.2436,,-176.5083,19.39,1.272159087,103.7891263,365282.9757,140643.6429
TP1_00_23,-178.6665,19.39,1.272169089,103.7891096,365281.1233,140644.7495,,-181.5065,19.39,1.272182251,103.7890877,365278.6857,140646.2057,,-188.1025,19.39,1.272212819,103.7890368,365273.0241,140649.5879,,-183.0305,19.39,1.272189314,103.789076,365277.3776,140646.9872
TP1_00_24,-185.2254,19.39,1.272199486,103.789059,365275.4936,140648.1126,,-188.0654,19.39,1.272212647,103.7890371,365273.056,140649.5689,,-194.6614,19.39,1.272243216,103.7889862,365267.3944,140652.951,,-189.5894,19.39,1.27221971,103.7890254,365271.7479,140650.3503
TP1_00_25,-191.7552,19.39,1.272229747,103.7890086,365269.8889,140651.4608,,-194.5952,19.39,1.272242909,103.7889867,365267.4513,140652.9171,,-201.1912,19.39,1.272273477,103.7889358,365261.7897,140656.2992,,-196.1192,19.39,1.272249972,103.788975,365266.1432,140653.6985
TP1_00_26,-198.3145,19.39,1.272260145,103.788958,365264.2589,140654.8242,,-201.1545,19.39,1.272273307,103.7889361,365261.8212,140656.2804,,-207.7505,19.39,1.272303875,103.7888852,365256.1597,140659.6626,,-202.6785,19.39,1.27228037,103.7889244,365260.5131,140657.0619
TP1_00_27,-204.8695,19.39,1.272290524,103.7889075,365258.6325,140658.1853,,-207.7095,19.39,1.272303685,103.7888855,365256.1949,140659.6416,,-214.3055,19.39,1.272334254,103.7888347,365250.5334,140663.0237,,-209.2335,19.39,1.272310748,103.7888738,365254.8868,140660.423
TP1_00_28,-211.4282,19.39,1.272320919,103.7888569,365253.003,140661.5484,,-214.2682,19.39,1.272334081,103.7888349,365250.5654,140663.0046,,-220.8642,19.39,1.272364649,103.788784,365244.9038,140666.3868,,-215.7922,19.39,1.272341144,103.7888232,365249.2573,140663.786
TP1_00_29,-217.9583,19.39,1.272351182,103.7888065,365247.3981,140664.8967,,-220.7983,19.39,1.272364344,103.7887846,365244.9604,140666.353,,-227.3943,19.39,1.272394912,103.7887337,365239.2989,140669.7351,,-222.3223,19.39,1.272371407,103.7887728,365243.6523,140667.1344
TP1_00_30,-224.5172,19.39,1.272381579,103.7887559,365241.7684,140668.2599,,-227.3572,19.39,1.27239474,103.7887339,365239.3307,140669.7161,,-233.9532,19.39,1.272425309,103.7886831,365233.6692,140673.0983,,-228.8812,19.39,1.272401803,103.7887222,365238.0226,140670.4976
TP1_00_31,-231.0393,19.39,1.272411805,103.7887055,365236.1703,140671.6041,,-233.8793,19.39,1.272424966,103.7886836,365233.7326,140673.0604,,-240.4753,19.39,1.272455535,103.7886327,365228.0711,140676.4425,,-235.4033,19.39,1.272432029,103.7886719,365232.4245,140673.8418
TP1_00_32,-237.5986,19.39,1.272442203,103.7886549,365230.5402,140674.9675,,-240.4386,19.39,1.272455365,103.788633,365228.1026,140676.4237,,-247.0346,19.39,1.272485933,103.7885821,365222.4411,140679.8059,,-241.9626,19.39,1.272462427,103.7886213,365226.7945,140677.2052
TP1_00_33,-244.1285,19.39,1.272472465,103.7886045,365224.9354,140678.3157,,-246.9685,19.39,1.272485627,103.7885826,365222.4978,140679.772,,-253.5645,19.39,1.272516195,103.7885317,365216.8363,140683.1541,,-248.4925,19.39,1.27249269,103.7885709,365221.1897,140680.5534
TP1_00_34,-250.6872,19.39,1.272502861,103.7885539,365219.3059,140681.6788,,-253.5272,19.39,1.272516022,103.788532,365216.8683,140683.135,,-260.1232,19.39,1.272546591,103.7884811,365211.2067,140686.5172,,-255.0512,19.39,1.272523085,103.7885203,365215.5602,140683.9165
TP1_00_35,-257.2453,19.39,1.272533253,103.7885033,365213.6769,140685.0415,,-260.0853,19.39,1.272546415,103.7884814,365211.2393,140686.4977,,-266.6813,19.39,1.272576983,103.7884305,365205.5777,140689.8799,,-261.6093,19.39,1.272553478,103.7884697,365209.9312,140687.2792
TP1_00_36,-263.7757,19.39,1.272563518,103.7884529,365208.0717,140688.39,,-266.6157,19.39,1.272576679,103.788431,365205.634,140689.8463,,-273.2117,19.39,1.272607248,103.7883801,365199.9725,140693.2284,,-268.1397,19.39,1.272583742,103.7884193,365204.326,140690.6277
TP1_00_37,-270.62,19.39,1.272595237,103.7884001,365202.197,140691.8995,,-273.46,19.39,1.272608398,103.7883782,365199.7594,140693.3558,,-280.056,19.39,1.272638967,103.7883273,365194.0979,140696.7379,,-274.984,19.39,1.272615461,103.7883665,365198.4513,140694.1372
TP1_00_38,-276.2,19.39,1.272621097,103.7883571,365197.4076,140694.7607,,-279.04,19.39,1.272634258,103.7883352,365194.9699,140696.2169,,-285.636,19.39,1.272664827,103.7882843,365189.3084,140699.5991,,-280.564,19.39,1.272641321,103.7883234,365193.6618,140696.9984
TP1_11_1,-34.77,60.16,1.271818835,103.7904077,365425.5388,140605.9593,,-37.61,60.16,1.271831997,103.7903857,365423.1012,140607.4155,,-44.206,60.16,1.271862565,103.7903348,365417.4397,140610.7977,,-39.134,60.16,1.271839059,103.790374,365421.7931,140608.197
TP1_11_2,-41.26,60.16,1.271848912,103.7903576,365419.9683,140609.2871,,-44.1,60.16,1.271862074,103.7903357,365417.5306,140610.7433,,-50.696,60.16,1.271892642,103.7902848,365411.8691,140614.1255,,-45.624,60.16,1.271869137,103.7903239,365416.2226,140611.5248
TP1_11_3,-47.74836,60.16,1.271878982,103.7903075,365414.3992,140612.6141,,-50.58836,60.16,1.271892143,103.7902856,365411.9615,140614.0703,,-57.18436,60.16,1.271922712,103.7902347,365406.3,140617.4525,,-52.11236,60.16,1.271899206,103.7902738,365410.6534,140614.8517
TP1_11_4,-54.30735,60.16,1.271909379,103.7902569,365408.7694,140615.9772,,-57.14735,60.16,1.27192254,103.790235,365406.3317,140617.4335,,-63.74335,60.16,1.271953109,103.7901841,365400.6702,140620.8156,,-58.67135,60.16,1.271929603,103.7902232,365405.0237,140618.2149
TP1_11_5,-60.83729,60.16,1.271939641,103.7902065,365403.1646,140619.3255,,-63.67729,60.16,1.271952803,103.7901846,365400.7269,140620.7818,,-70.27329,60.16,1.271983371,103.7901337,365395.0654,140624.1639,,-65.20129,60.16,1.271959865,103.7901729,365399.4188,140621.5632
TP1_11_6,-67.39637,60.16,1.271970038,103.7901559,365397.5347,140622.6888,,-70.23637,60.16,1.2719832,103.790134,365395.0971,140624.145,,-76.83237,60.16,1.272013768,103.7900831,365389.4356,140627.5271,,-71.76037,60.16,1.271990263,103.7901222,365393.789,140624.9264
TP1_11_7,-73.91835,60.16,1.272000264,103.7901056,365391.9367,140626.033,,-76.75835,60.16,1.272013425,103.7900837,365389.4991,140627.4892,,-83.35435,60.16,1.272043994,103.7900328,365383.8376,140630.8713,,-78.28235,60.16,1.272020488,103.7900719,365388.191,140628.2706
TP1_11_8,-80.47735,60.16,1.272030661,103.790055,365386.307,140629.3961,,-83.31735,60.16,1.272043822,103.7900331,365383.8693,140630.8524,,-89.91335,60.16,1.272074391,103.7899822,365378.2078,140634.2345,,-84.84135,60.16,1.272050885,103.7900213,365382.5612,140631.6338
TP1_11_9,-87.00738,60.16,1.272060923,103.7900046,365380.7021,140632.7445,,-89.84738,60.16,1.272074085,103.7899827,365378.2644,140634.2007,,-96.44338,60.16,1.272104653,103.7899318,365372.6029,140637.5829,,-91.37138,60.16,1.272081148,103.7899709,365376.9563,140634.9822
TP1_11_10,-93.5663,60.16,1.27209132,103.789954,365375.0724,140636.1076,,-96.4063,60.16,1.272104482,103.7899321,365372.6347,140637.5639,,-103.0023,60.16,1.27213505,103.7898812,365366.9732,140640.946,,-97.9303,60.16,1.272111544,103.7899203,365371.3266,140638.3453
TP1_11_11,-100.12134,60.16,1.272121698,103.7899034,365369.446,140639.4688,,-102.96134,60.16,1.27213486,103.7898815,365367.0083,140640.925,,-109.55734,60.16,1.272165429,103.7898306,365361.3468,140644.3072,,-104.48534,60.16,1.272141923,103.7898697,365365.7002,140641.7065
TP1_11_12,-106.6804,60.16,1.272152096,103.7898528,365363.8162,140642.832,,-109.5204,60.16,1.272165257,103.7898309,365361.3785,140644.2882,,-116.1164,60.16,1.272195826,103.78978,365355.717,140647.6704,,-111.0444,60.16,1.27217232,103.7898191,365360.0704,140645.0697
TP1_11_13,-113.2104,60.16,1.272182358,103.7898024,365358.2113,140646.1803,,-116.0504,60.16,1.27219552,103.7897805,365355.7736,140647.6365,,-122.6464,60.16,1.272226088,103.7897296,365350.1121,140651.0187,,-117.5744,60.16,1.272202583,103.7897687,365354.4655,140648.418
TP1_11_14,-119.7695,60.16,1.272212756,103.7897518,365352.5814,140649.5435,,-122.6095,60.16,1.272225917,103.7897299,365350.1438,140650.9998,,-129.2055,60.16,1.272256486,103.789679,365344.4822,140654.3819,,-124.1335,60.16,1.27223298,103.7897181,365348.8357,140651.7812
TP1_11_15,-126.2913,60.16,1.27224298,103.7897015,365346.9836,140652.8877,,-129.1313,60.16,1.272256142,103.7896796,365344.5459,140654.3439,,-135.7273,60.16,1.27228671,103.7896287,365338.8844,140657.7261,,-130.6553,60.16,1.272263205,103.7896678,365343.2378,140655.1253
TP1_11_16,-132.8504,60.16,1.272273378,103.7896509,365341.3537,140656.2509,,-135.6904,60.16,1.272286539,103.789629,365338.9161,140657.7071,,-142.2864,60.16,1.272317108,103.7895781,365333.2545,140661.0893,,-137.2144,60.16,1.272293602,103.7896172,365337.608,140658.4886
TP1_11_17,-139.3804,60.16,1.27230364,103.7896005,365335.7488,140659.5992,,-142.2204,60.16,1.272316802,103.7895786,365333.3112,140661.0554,,-148.8164,60.16,1.27234737,103.7895277,365327.6497,140664.4376,,-143.7444,60.16,1.272323865,103.7895668,365332.0031,140661.8369
TP1_11_18,-145.9394,60.16,1.272334037,103.7895499,365330.1191,140662.9624,,-148.7794,60.16,1.272347199,103.789528,365327.6814,140664.4186,,-155.3754,60.16,1.272377767,103.7894771,365322.0199,140667.8008,,-150.3034,60.16,1.272354261,103.7895162,365326.3733,140665.2001
TP1_11_19,-152.4964,60.16,1.272364425,103.7894993,365324.491,140666.3246,,-155.3364,60.16,1.272377586,103.7894774,365322.0534,140667.7808,,-161.9324,60.16,1.272408155,103.7894265,365316.3918,140671.163,,-156.8604,60.16,1.272384649,103.7894656,365320.7453,140668.5622
TP1_11_20,-159.0554,60.16,1.272394822,103.7894487,365318.8612,140669.6878,,-161.8954,60.16,1.272407983,103.7894268,365316.4236,140671.144,,-168.4914,60.16,1.272438552,103.7893759,365310.7621,140674.5261,,-163.4194,60.16,1.272415046,103.789415,365315.1155,140671.9254
TP1_11_21,-165.5852,60.16,1.272425083,103.7893983,365313.2565,140673.036,,-168.4252,60.16,1.272438245,103.7893764,365310.8189,140674.4922,,-175.0212,60.16,1.272468813,103.7893255,365305.1574,140677.8744,,-169.9492,60.16,1.272445308,103.7893646,365309.5108,140675.2736
TP1_11_22,-172.1443,60.16,1.272455481,103.7893477,365307.6267,140676.3992,,-174.9843,60.16,1.272468642,103.7893258,365305.189,140677.8554,,-181.5803,60.16,1.272499211,103.7892749,365299.5275,140681.2376,,-176.5083,60.16,1.272475705,103.789314,365303.8809,140678.6369
TP1_11_23,-178.6665,60.16,1.272485707,103.7892974,365302.0285,140679.7435,,-181.5065,60.16,1.272498869,103.7892755,365299.5908,140681.1998,,-188.1025,60.16,1.272529437,103.7892246,365293.9293,140684.5819,,-183.0305,60.16,1.272505931,103.7892637,365298.2828,140681.9812
TP1_11_24,-185.2254,60.16,1.272516103,103.7892468,365296.3988,140683.1067,,-188.0654,60.16,1.272529265,103.7892248,365293.9612,140684.5629,,-194.6614,60.16,1.272559834,103.789174,365288.2996,140687.9451,,-189.5894,60.16,1.272536328,103.7892131,365292.6531,140685.3443
TP1_11_25,-191.7552,60.16,1.272546365,103.7891964,365290.7941,140686.4549,,-194.5952,60.16,1.272559527,103.7891745,365288.3565,140687.9111,,-201.1912,60.16,1.272590095,103.7891236,365282.6949,140691.2933,,-196.1192,60.16,1.27256659,103.7891627,365287.0484,140688.6926
TP1_11_26,-198.3145,60.16,1.272576763,103.7891458,365285.1641,140689.8182,,-201.1545,60.16,1.272589925,103.7891239,365282.7264,140691.2745,,-207.7505,60.16,1.272620493,103.789073,365277.0649,140694.6566,,-202.6785,60.16,1.272596988,103.7891121,365281.4183,140692.0559
TP1_11_27,-204.8695,60.16,1.272607142,103.7890952,365279.5377,140693.1794,,-207.7095,60.16,1.272620303,103.7890733,365277.1001,140694.6356,,-214.3055,60.16,1.272650872,103.7890224,365271.4386,140698.0178,,-209.2335,60.16,1.272627366,103.7890615,365275.792,140695.417
TP1_11_28,-211.4282,60.16,1.272637537,103.7890446,365273.9082,140696.5424,,-214.2682,60.16,1.272650699,103.7890227,365271.4706,140697.9986,,-220.8642,60.16,1.272681267,103.7889718,365265.809,140701.3808,,-215.7922,60.16,1.272657762,103.7890109,365270.1625,140698.7801
TP1_11_29,-217.9583,60.16,1.2726678,103.7889942,365268.3033,140699.8908,,-220.7983,60.16,1.272680962,103.7889723,365265.8656,140701.347,,-227.3943,60.16,1.27271153,103.7889214,365260.2041,140704.7292,,-222.3223,60.16,1.272688025,103.7889605,365264.5575,140702.1284
TP1_11_30,-224.5172,60.16,1.272698197,103.7889436,365262.6736,140703.2539,,-227.3572,60.16,1.272711358,103.7889217,365260.2359,140704.7101,,-233.9532,60.16,1.272741927,103.7888708,365254.5744,140708.0923,,-228.8812,60.16,1.272718421,103.7889099,365258.9278,140705.4916
TP1_11_31,-231.0393,60.16,1.272728423,103.7888933,365257.0755,140706.5982,,-233.8793,60.16,1.272741584,103.7888713,365254.6378,140708.0544,,-240.4753,60.16,1.272772153,103.7888205,365248.9763,140711.4366,,-235.4033,60.16,1.272748647,103.7888596,365253.3297,140708.8358
TP1_11_32,-237.5986,60.16,1.272758821,103.7888427,365251.4454,140709.9615,,-240.4386,60.16,1.272771983,103.7888207,365249.0078,140711.4177,,-247.0346,60.16,1.272802551,103.7887698,365243.3463,140714.7999,,-241.9626,60.16,1.272779045,103.788809,365247.6997,140712.1992
