Parking,,,,,,,,20F Front,,,,,,,20F Rear,,,,,,,45F Front,,,,,
SlotLabel,UnityX,UnityZ,Latitude,Longitude,WGS84_Easting,WGS84_Northing,,UnityX_20F,UnityZ_20F,Latitude_20F,Longitude_20F,WGS84_Easting_20F,WGS84_Northing_20F,,UnityX_20R,UnityZ_20R,Latitude_20R,Longitude_20R,WGS84_Easting_20R,WGS84_Northing_20R,,UnityX_45F,UnityZ_45F,Latitude_45F,Longitude_45F,WGS84_Easting_45F,WGS84_Northing_45F
TF2_00_11,316.5601,-1264.877,1.259900459,103.7870173,365047.6732,139288.4943,,316.5601,-1267.717,1.259878404,103.7870043,365046.217,139286.0566,,316.5601,-1274.313,1.25982718,103.7869739,365042.8349,139280.3951,,316.5601,-1269.241,1.259866569,103.7869972,365045.4356,139284.7485
TF2_00_12,316.5601,-1271.436,1.259849522,103.7869871,365044.3101,139282.8645,,316.5601,-1274.276,1.259827467,103.7869741,365042.8538,139280.4268,,316.5601,-1280.872,1.259776243,103.7869437,365039.4717,139274.7653,,316.5601,-1275.8,1.259815632,103.786967,365042.0724,139279.1188
TF2_00_13,316.5601,-1277.966,1.259798811,103.7869571,365040.9618,139277.2596,,316.5601,-1280.806,1.259776755,103.786944,365039.5056,139274.8219,,316.5601,-1287.402,1.259725531,103.7869136,365036.1234,139269.1604,,316.5601,-1282.33,1.25976492,103.786937,365038.7241,139273.5139
TF2_00_14,316.5601,-1284.525,1.259747874,103.7869269,365037.5986,139271.6298,,316.5601,-1287.365,1.259725819,103.7869138,365036.1424,139269.1922,,316.5601,-1293.961,1.259674594,103.7868834,365032.7602,139263.5306,,316.5601,-1288.889,1.259713983,103.7869068,365035.3609,139267.8841
TF2_00_15,316.5601,-1291.047,1.259697224,103.7868968,365034.2544,139266.0318,,316.5601,-1293.887,1.259675169,103.7868838,365032.7982,139263.5941,,316.5601,-1300.483,1.259623945,103.7868534,365029.4161,139257.9326,,316.5601,-1295.411,1.259663334,103.7868768,365032.0168,139262.286
TF2_00_16,316.5601,-1297.606,1.259646287,103.7868666,365030.8913,139260.402,,316.5601,-1300.446,1.259624232,103.7868536,365029.435,139257.9643,,316.5601,-1307.042,1.259573008,103.7868232,365026.0529,139252.3028,,316.5601,-1301.97,1.259612397,103.7868465,365028.6536,139256.6562
TF2_00_17,316.5601,-1304.136,1.259595576,103.7868366,365027.543,139254.7971,,316.5601,-1306.976,1.25957352,103.7868235,365026.0867,139252.3594,,316.5601,-1313.572,1.259522296,103.7867931,365022.7046,139246.6979,,316.5601,-1308.5,1.259561685,103.7868165,365025.3053,139251.0513
TF2_00_18,316.5601,-1310.695,1.259544639,103.7868064,365024.1798,139249.1673,,316.5601,-1313.535,1.259522583,103.7867933,365022.7236,139246.7296,,316.5601,-1320.131,1.259471359,103.7867629,365019.3414,139241.0681,,316.5601,-1315.059,1.259510748,103.7867863,365021.9421,139245.4215
TF2_00_19,316.5601,-1317.252,1.259493717,103.7867762,365020.8177,139243.5392,,316.5601,-1320.092,1.259471662,103.7867631,365019.3614,139241.1016,,316.5601,-1326.688,1.259420438,103.7867327,365015.9793,139235.44,,316.5601,-1321.616,1.259459827,103.7867561,365018.58,139239.7935
TF2_00_20,316.5601,-1323.811,1.25944278,103.786746,365017.4545,139237.9094,,316.5601,-1326.651,1.259420725,103.7867329,365015.9983,139235.4718,,316.5601,-1333.247,1.259369501,103.7867025,365012.6161,139229.8102,,316.5601,-1328.175,1.25940889,103.7867259,365015.2168,139234.1637
TF2_00_21,316.5601,-1330.341,1.259392069,103.7867159,365014.1062,139232.3045,,316.5601,-1333.181,1.259370013,103.7867028,365012.65,139229.8669,,316.5601,-1339.777,1.259318789,103.7866725,365009.2678,139224.2053,,316.5601,-1334.705,1.259358178,103.7866958,365011.8685,139228.5588
TF2_00_22,316.5601,-1336.9,1.259341132,103.7866857,365010.743,139226.6747,,316.5601,-1339.74,1.259319076,103.7866726,365009.2868,139224.2371,,316.5601,-1346.336,1.259267852,103.7866423,365005.9047,139218.5755,,316.5601,-1341.264,1.259307241,103.7866656,365008.5054,139222.929
TF2_00_23,316.5601,-1343.422,1.259290482,103.7866557,365007.3988,139221.0767,,316.5601,-1346.262,1.259268427,103.7866426,365005.9426,139218.639,,316.5601,-1352.858,1.259217203,103.7866122,365002.5605,139212.9775,,316.5601,-1347.786,1.259256592,103.7866356,365005.1612,139217.3309
TF2_00_24,316.5601,-1349.981,1.259239545,103.7866255,365004.0357,139215.4469,,316.5601,-1352.821,1.25921749,103.7866124,365002.5794,139213.0092,,316.5601,-1359.417,1.259166266,103.786582,364999.1973,139207.3477,,316.5601,-1354.345,1.259205655,103.7866054,365001.798,139211.7012
TF2_00_25,316.5601,-1356.511,1.259188834,103.7865954,365000.6874,139209.842,,316.5601,-1359.351,1.259166778,103.7865823,364999.2312,139207.4043,,316.5601,-1365.947,1.259115554,103.786552,364995.849,139201.7428,,316.5601,-1360.875,1.259154943,103.7865753,364998.4497,139206.0962
TF2_00_26,316.5601,-1363.07,1.259137897,103.7865652,364997.3242,139204.2122,,316.5601,-1365.91,1.259115841,103.7865521,364995.868,139201.7746,,316.5601,-1372.506,1.259064617,103.7865218,364992.4858,139196.113,,316.5601,-1367.434,1.259104006,103.7865451,364995.0865,139200.4665
TF2_00_27,316.5601,-1369.625,1.259086991,103.786535,364993.9631,139198.5859,,316.5601,-1372.465,1.259064935,103.786522,364992.5069,139196.1482,,316.5601,-1379.061,1.259013711,103.7864916,364989.1247,139190.4866,,316.5601,-1373.989,1.2590531,103.7865149,364991.7254,139194.8401
TF2_00_28,316.5601,-1376.184,1.259036054,103.7865048,364990.5999,139192.9561,,316.5601,-1379.024,1.259013999,103.7864918,364989.1437,139190.5184,,316.5601,-1385.62,1.258962774,103.7864614,364985.7616,139184.8568,,316.5601,-1380.548,1.259002163,103.7864847,364988.3623,139189.2103
TF2_00_29,316.5601,-1382.714,1.258985342,103.7864748,364987.2516,139187.3512,,316.5601,-1385.554,1.258963287,103.7864617,364985.7954,139184.9135,,316.5601,-1392.15,1.258912063,103.7864313,364982.4133,139179.2519,,316.5601,-1387.078,1.258951452,103.7864547,364985.014,139183.6054
TF2_00_30,316.5601,-1389.273,1.258934405,103.7864446,364983.8885,139181.7214,,316.5601,-1392.113,1.25891235,103.7864315,364982.4322,139179.2837,,316.5601,-1398.709,1.258861126,103.7864011,364979.0501,139173.6222,,316.5601,-1393.637,1.258900515,103.7864245,364981.6508,139177.9756
TF2_00_31,316.5601,-1395.795,1.258883756,103.7864145,364980.5443,139176.1233,,316.5601,-1398.635,1.2588617,103.7864015,364979.0881,139173.6857,,316.5601,-1405.231,1.258810476,103.7863711,364975.7059,139168.0241,,316.5601,-1400.159,1.258849865,103.7863944,364978.3066,139172.3776
TF2_00_32,316.5601,-1402.354,1.258832819,103.7863843,364977.1811,139170.4935,,316.5601,-1405.194,1.258810763,103.7863713,364975.7249,139168.0559,,316.5601,-1411.79,1.258759539,103.7863409,364972.3428,139162.3943,,316.5601,-1406.718,1.258798928,103.7863642,364974.9435,139166.7478
TF2_00_33,316.5601,-1408.884,1.258782107,103.7863543,364973.8328,139164.8886,,316.5601,-1411.724,1.258760052,103.7863412,364972.3766,139162.451,,316.5601,-1418.32,1.258708827,103.7863108,364968.9945,139156.7894,,316.5601,-1413.248,1.258748216,103.7863342,364971.5952,139161.1429
TF2_00_34,316.5601,-1415.443,1.25873117,103.7863241,364970.4697,139159.2588,,316.5601,-1418.283,1.258709115,103.786311,364969.0134,139156.8212,,316.5601,-1424.879,1.258657891,103.7862806,364965.6313,139151.1596,,316.5601,-1419.807,1.258697279,103.786304,364968.232,139155.5131
TF2_00_35,316.5601,-1422.001,1.258680241,103.7862939,364967.107,139153.6299,,316.5601,-1424.841,1.258658186,103.7862808,364965.6508,139151.1922,,316.5601,-1431.437,1.258606961,103.7862504,364962.2686,139145.5307,,316.5601,-1426.365,1.25864635,103.7862738,364964.8693,139149.8841
TF2_00_36,316.5601,-1428.531,1.258629529,103.7862638,364963.7587,139148.025,,316.5601,-1431.371,1.258607474,103.7862507,364962.3025,139145.5873,,316.5601,-1437.967,1.25855625,103.7862204,364958.9204,139139.9258,,316.5601,-1432.895,1.258595639,103.7862437,364961.521,139144.2792
TF2_00_37,316.5601,-1435.09,1.258578592,103.7862336,364960.3955,139142.3952,,316.5601,-1437.93,1.258556537,103.7862205,364958.9393,139139.9575,,316.5601,-1444.526,1.258505313,103.7861902,364955.5572,139134.296,,316.5601,-1439.454,1.258544702,103.7862135,364958.1579,139138.6494
TF2_00_38,316.5601,-1441.904,1.258525675,103.7862022,364956.9016,139136.5465,,316.5601,-1444.744,1.25850362,103.7861891,364955.4454,139134.1089,,316.5601,-1451.34,1.258452396,103.7861588,364952.0633,139128.4473,,316.5601,-1446.268,1.258491784,103.7861821,364954.664,139132.8008
TF2_00_39,316.5601,-1447.904,1.258479079,103.7861746,364953.8251,139131.3965,,316.5601,-1450.744,1.258457024,103.7861615,364952.3689,139128.9589,,316.5601,-1457.34,1.2584058,103.7861312,364948.9867,139123.2973,,316.5601,-1452.268,1.258445189,103.7861545,364951.5874,139127.6508
TF2_11_1,276.22,-1199.494,1.260595172,103.7870071,365046.5736,139365.2992,,276.22,-1202.334,1.260573117,103.7869941,365045.1174,139362.8615,,276.22,-1208.93,1.260521893,103.7869637,365041.7353,139357.2,,276.22,-1203.858,1.260561282,103.786987,365044.3359,139361.5534
TF2_11_2,276.22,-1205.996,1.260544678,103.7869772,365043.2397,139359.7183,,276.22,-1208.836,1.260522623,103.7869641,365041.7834,139357.2806,,276.22,-1215.432,1.260471398,103.7869338,365038.4013,139351.6191,,276.22,-1210.36,1.260510787,103.7869571,365041.002,139355.9725
TF2_11_3,276.22,-1212.504,1.260494137,103.7869472,365039.9027,139354.1323,,276.22,-1215.344,1.260472082,103.7869342,365038.4464,139351.6946,,276.22,-1221.94,1.260420858,103.7869038,365035.0643,139346.0331,,276.22,-1216.868,1.260460247,103.7869271,365037.665,139350.3865
TF2_11_4,276.22,-1219.063,1.2604432,103.786917,365036.5395,139348.5025,,276.22,-1221.903,1.260421145,103.786904,365035.0833,139346.0648,,276.22,-1228.499,1.260369921,103.7868736,365031.7011,139340.4033,,276.22,-1223.427,1.26040931,103.7868969,365034.3018,139344.7567
TF2_11_5,276.22,-1225.593,1.260392489,103.786887,365033.1912,139342.8976,,276.22,-1228.433,1.260370433,103.7868739,365031.735,139340.4599,,276.22,-1235.029,1.260319209,103.7868435,365028.3528,139334.7984,,276.22,-1229.957,1.260358598,103.7868669,365030.9535,139339.1518
TF2_11_6,276.22,-1232.152,1.260341552,103.7868568,365029.828,139337.2678,,276.22,-1234.992,1.260319496,103.7868437,365028.3718,139334.8301,,276.22,-1241.588,1.260268272,103.7868133,365024.9897,139329.1686,,276.22,-1236.516,1.260307661,103.7868367,365027.5904,139333.522
TF2_11_7,276.22,-1238.674,1.260290902,103.7868267,365026.4838,139331.6698,,276.22,-1241.514,1.260268847,103.7868137,365025.0276,139329.2321,,276.22,-1248.11,1.260217622,103.7867833,365021.6455,139323.5706,,276.22,-1243.038,1.260257011,103.7868066,365024.2462,139327.924
TF2_11_8,276.22,-1245.233,1.260239965,103.7867965,365023.1207,139326.04,,276.22,-1248.073,1.26021791,103.7867835,365021.6644,139323.6023,,276.22,-1254.669,1.260166686,103.7867531,365018.2823,139317.9408,,276.22,-1249.597,1.260206075,103.7867764,365020.883,139322.2942
TF2_11_9,276.22,-1251.763,1.260189253,103.7867665,365019.7724,139320.4351,,276.22,-1254.603,1.260167198,103.7867534,365018.3161,139317.9974,,276.22,-1261.199,1.260115974,103.786723,365014.934,139312.3359,,276.22,-1256.127,1.260155363,103.7867464,365017.5347,139316.6893
TF2_11_10,276.22,-1258.322,1.260138317,103.7867363,365016.4092,139314.8053,,276.22,-1261.162,1.260116261,103.7867232,365014.953,139312.3676,,276.22,-1267.758,1.260065037,103.7866928,365011.5708,139306.7061,,276.22,-1262.686,1.260104426,103.7867162,365014.1715,139311.0595
TF2_11_11,276.22,-1264.877,1.260087411,103.7867061,365013.0481,139309.1789,,276.22,-1267.717,1.260065355,103.786693,365011.5919,139306.7413,,276.22,-1274.313,1.260014131,103.7866626,365008.2097,139301.0797,,276.22,-1269.241,1.26005352,103.786686,365010.8104,139305.4332
TF2_11_12,276.22,-1271.436,1.260036474,103.7866759,365009.6849,139303.5491,,276.22,-1274.276,1.260014418,103.7866628,365008.2287,139301.1115,,276.22,-1280.872,1.259963194,103.7866324,365004.8466,139295.4499,,276.22,-1275.8,1.260002583,103.7866558,365007.4473,139299.8034
TF2_11_13,276.22,-1277.966,1.259985762,103.7866458,365006.3366,139297.9442,,276.22,-1280.806,1.259963707,103.7866327,365004.8804,139295.5066,,276.22,-1287.402,1.259912482,103.7866024,365001.4983,139289.845,,276.22,-1282.33,1.259951871,103.7866257,365004.099,139294.1985
TF2_11_14,276.22,-1284.525,1.259934825,103.7866156,365002.9735,139292.3144,,276.22,-1287.365,1.25991277,103.7866025,365001.5172,139289.8768,,276.22,-1293.961,1.259861546,103.7865722,364998.1351,139284.2152,,276.22,-1288.889,1.259900934,103.7865955,365000.7358,139288.5687
TF2_11_15,276.22,-1291.047,1.259884176,103.7865856,364999.6293,139286.7164,,276.22,-1293.887,1.25986212,103.7865725,364998.173,139284.2787,,276.22,-1300.483,1.259810896,103.7865421,364994.7909,139278.6172,,276.22,-1295.411,1.259850285,103.7865655,364997.3916,139282.9706
TF2_11_16,276.22,-1297.606,1.259833239,103.7865554,364996.2661,139281.0866,,276.22,-1300.446,1.259811183,103.7865423,364994.8099,139278.649,,276.22,-1307.042,1.259759959,103.7865119,364991.4277,139272.9874,,276.22,-1301.97,1.259799348,103.7865353,364994.0284,139277.3409
TF2_11_17,276.22,-1304.136,1.259782527,103.7865253,364992.9178,139275.4817,,276.22,-1306.976,1.259760472,103.7865122,364991.4616,139273.0441,,276.22,-1313.572,1.259709247,103.7864819,364988.0794,139267.3825,,276.22,-1308.5,1.259748636,103.7865052,364990.6801,139271.736
TF2_11_18,276.22,-1310.695,1.25973159,103.7864951,364989.5546,139269.8519,,276.22,-1313.535,1.259709535,103.786482,364988.0984,139267.4143,,276.22,-1320.131,1.25965831,103.7864517,364984.7163,139261.7527,,276.22,-1315.059,1.259697699,103.786475,364987.317,139266.1062
TF2_11_19,276.22,-1317.252,1.259680669,103.7864649,364986.1925,139264.2238,,276.22,-1320.092,1.259658613,103.7864518,364984.7363,139261.7862,,276.22,-1326.688,1.259607389,103.7864215,364981.3541,139256.1246,,276.22,-1321.616,1.259646778,103.7864448,364983.9548,139260.4781
TF2_11_20,276.22,-1323.811,1.259629732,103.7864347,364982.8293,139258.594,,276.22,-1326.651,1.259607676,103.7864216,364981.3731,139256.1564,,276.22,-1333.247,1.259556452,103.7863913,364977.991,139250.4948,,276.22,-1328.175,1.259595841,103.7864146,364980.5917,139254.8483
TF2_11_21,276.22,-1330.341,1.25957902,103.7864047,364979.481,139252.9891,,276.22,-1333.181,1.259556965,103.7863916,364978.0248,139250.5515,,276.22,-1339.777,1.25950574,103.7863612,364974.6427,139244.8899,,276.22,-1334.705,1.259545129,103.7863846,364977.2434,139249.2434
TF2_11_22,276.22,-1336.9,1.259528083,103.7863745,364976.1179,139247.3594,,276.22,-1339.74,1.259506028,103.7863614,364974.6616,139244.9217,,276.22,-1346.336,1.259454803,103.786331,364971.2795,139239.2601,,276.22,-1341.264,1.259494192,103.7863544,364973.8802,139243.6136
TF2_11_23,276.22,-1343.422,1.259477433,103.7863444,364972.7737,139241.7613,,276.22,-1346.262,1.259455378,103.7863313,364971.3175,139239.3237,,276.22,-1352.858,1.259404154,103.786301,364967.9353,139233.6621,,276.22,-1347.786,1.259443543,103.7863243,364970.536,139238.0156
TF2_11_24,276.22,-1349.981,1.259426497,103.7863142,364969.4105,139236.1315,,276.22,-1352.821,1.259404441,103.7863011,364967.9543,139233.6939,,276.22,-1359.417,1.259353217,103.7862708,364964.5721,139228.0323,,276.22,-1354.345,1.259392606,103.7862941,364967.1728,139232.3858
TF2_11_25,276.22,-1356.511,1.259375785,103.7862842,364966.0622,139230.5266,,276.22,-1359.351,1.25935373,103.7862711,364964.606,139228.089,,276.22,-1365.947,1.259302505,103.7862407,364961.2239,139222.4274,,276.22,-1360.875,1.259341894,103.7862641,364963.8245,139226.7809
TF2_11_26,276.22,-1363.07,1.259324848,103.786254,364962.6991,139224.8968,,276.22,-1365.91,1.259302793,103.7862409,364961.2428,139222.4592,,276.22,-1372.506,1.259251568,103.7862105,364957.8607,139216.7976,,276.22,-1367.434,1.259290957,103.7862339,364960.4614,139221.1511
TF2_11_27,276.22,-1369.625,1.259273942,103.7862238,364959.3379,139219.2705,,276.22,-1372.465,1.259251887,103.7862107,364957.8817,139216.8328,,276.22,-1379.061,1.259200662,103.7861803,364954.4996,139211.1713,,276.22,-1373.989,1.259240051,103.7862037,364957.1003,139215.5247
TF2_11_28,276.22,-1376.184,1.259223005,103.7861936,364955.9748,139213.6407,,276.22,-1379.024,1.25920095,103.7861805,364954.5185,139211.203,,276.22,-1385.62,1.259149726,103.7861501,364951.1364,139205.5415,,276.22,-1380.548,1.259189115,103.7861735,364953.7371,139209.8949
TF2_11_29,276.22,-1382.714,1.259172293,103.7861635,364952.6265,139208.0358,,276.22,-1385.554,1.259150238,103.7861504,364951.1702,139205.5981,,276.22,-1392.15,1.259099014,103.7861201,364947.7881,139199.9366,,276.22,-1387.078,1.259138403,103.7861434,364950.3888,139204.29
TF2_11_30,276.22,-1389.273,1.259121357,103.7861333,364949.2633,139202.406,,276.22,-1392.113,1.259099301,103.7861202,364947.8071,139199.9683,,276.22,-1398.709,1.259048077,103.7860899,364944.4249,139194.3068,,276.22,-1393.637,1.259087466,103.7861132,364947.0256,139198.6602
TF2_11_31,276.22,-1395.795,1.259070707,103.7861033,364945.9191,139196.8079,,276.22,-1398.635,1.259048652,103.7860902,364944.4629,139194.3703,,276.22,-1405.231,1.258997427,103.7860598,364941.0808,139188.7087,,276.22,-1400.159,1.259036816,103.7860832,364943.6815,139193.0622
TF2_11_32,276.22,-1402.354,1.25901977,103.7860731,364942.556,139191.1781,,276.22,-1405.194,1.258997715,103.78606,364941.0997,139188.7405,,276.22,-1411.79,1.25894649,103.7860296,364937.7176,139183.0789,,276.22,-1406.718,1.258985879,103.786053,364940.3183,139187.4324
TF2_11_33,276.22,-1408.884,1.258969058,103.786043,364939.2077,139185.5732,,276.22,-1411.724,1.258947003,103.7860299,364937.7514,139183.1356,,276.22,-1418.32,1.258895779,103.7859996,364934.3693,139177.474,,276.22,-1413.248,1.258935168,103.7860229,364936.97,139181.8275
TF2_11_34,276.22,-1415.443,1.258918121,103.7860128,364935.8445,139179.9435,,276.22,-1418.283,1.258896066,103.7859997,364934.3883,139177.5058,,276.22,-1424.879,1.258844842,103.7859694,364931.0061,139171.8442,,276.22,-1419.807,1.258884231,103.7859927,364933.6068,139176.1977
TF2_11_35,276.22,-1422.001,1.258867192,103.7859826,364932.4818,139174.3145,,276.22,-1424.841,1.258845137,103.7859695,364931.0256,139171.8769,,276.22,-1431.437,1.258793913,103.7859392,364927.6435,139166.2153,,276.22,-1426.365,1.258833302,103.7859625,364930.2442,139170.5688
TF2_11_36,276.22,-1428.531,1.25881648,103.7859525,364929.1335,139168.7096,,276.22,-1431.371,1.258794425,103.7859395,364927.6773,139166.272,,276.22,-1437.967,1.258743201,103.7859091,364924.2952,139160.6104,,276.22,-1432.895,1.25878259,103.7859324,364926.8959,139164.9639
TF2_11_37,276.22,-1435.09,1.258765544,103.7859223,364925.7704,139163.0798,,276.22,-1437.93,1.258743488,103.7859093,364924.3142,139160.6422,,276.22,-1444.526,1.258692264,103.7858789,364920.932,139154.9806,,276.22,-1439.454,1.258731653,103.7859022,364923.5327,139159.3341
TF2_11_38,276.22,-1441.904,1.258712626,103.785891,364922.2765,139157.2311,,276.22,-1444.744,1.258690571,103.7858779,364920.8202,139154.7935,,276.22,-1451.34,1.258639347,103.7858475,364917.4381,139149.1319,,276.22,-1446.268,1.258678736,103.7858709,364920.0388,139153.4854
TF2_11_39,276.22,-1447.904,1.258666031,103.7858633,364919.1999,139152.0812,,276.22,-1450.744,1.258643975,103.7858503,364917.7437,139149.6435,,276.22,-1457.34,1.258592751,103.7858199,364914.3616,139143.9819,,276.22,-1452.268,1.25863214,103.7858432,364916.9623,139148.3354
TF3_00_1,264.52,-1199.494,1.260649395,103.7869169,365036.5311,139371.2984,,264.52,-1202.334,1.260627339,103.7869038,365035.0749,139368.8607,,264.52,-1208.93,1.260576115,103.7868734,365031.6928,139363.1992,,264.52,-1203.858,1.260615504,103.7868968,365034.2935,139367.5527
TF3_00_2,264.52,-1205.996,1.2605989,103.7868869,365033.1972,139365.7175,,264.52,-1208.836,1.260576845,103.7868738,365031.741,139363.2799,,264.52,-1215.432,1.260525621,103.7868435,365028.3588,139357.6183,,264.52,-1210.36,1.26056501,103.7868668,365030.9595,139361.9718
TF3_00_3,264.52,-1212.504,1.260548359,103.786857,365029.8602,139360.1315,,264.52,-1215.344,1.260526304,103.7868439,365028.404,139357.6939,,264.52,-1221.94,1.26047508,103.7868135,365025.0218,139352.0323,,264.52,-1216.868,1.260514469,103.7868369,365027.6225,139356.3858
TF3_00_4,264.52,-1219.063,1.260497422,103.7868268,365026.497,139354.5017,,264.52,-1221.903,1.260475367,103.7868137,365025.0408,139352.0641,,264.52,-1228.499,1.260424143,103.7867833,365021.6587,139346.4025,,264.52,-1223.427,1.260463532,103.7868067,365024.2594,139350.756
TF3_00_5,264.52,-1225.593,1.260446711,103.7867967,365023.1487,139348.8968,,264.52,-1228.433,1.260424655,103.7867836,365021.6925,139346.4592,,264.52,-1235.029,1.260373431,103.7867532,365018.3104,139340.7976,,264.52,-1229.957,1.26041282,103.7867766,365020.9111,139345.1511
TF3_00_6,264.52,-1232.152,1.260395774,103.7867665,365019.7856,139343.267,,264.52,-1234.992,1.260373719,103.7867534,365018.3293,139340.8294,,264.52,-1241.588,1.260322494,103.786723,365014.9472,139335.1678,,264.52,-1236.516,1.260361883,103.7867464,365017.5479,139339.5213
TF3_00_7,264.52,-1238.674,1.260345124,103.7867365,365016.4414,139337.669,,264.52,-1241.514,1.260323069,103.7867234,365014.9851,139335.2314,,264.52,-1248.11,1.260271845,103.786693,365011.603,139329.5698,,264.52,-1243.038,1.260311234,103.7867164,365014.2037,139333.9233
TF3_00_8,264.52,-1245.233,1.260294187,103.7867063,365013.0782,139332.0392,,264.52,-1248.073,1.260272132,103.7866932,365011.622,139329.6016,,264.52,-1254.669,1.260220908,103.7866628,365008.2398,139323.94,,264.52,-1249.597,1.260260297,103.7866862,365010.8405,139328.2935
TF3_00_9,264.52,-1251.763,1.260243476,103.7866762,365009.7299,139326.4343,,264.52,-1254.603,1.26022142,103.7866631,365008.2737,139323.9967,,264.52,-1261.199,1.260170196,103.7866327,365004.8915,139318.3351,,264.52,-1256.127,1.260209585,103.7866561,365007.4922,139322.6886
TF3_00_10,264.52,-1258.322,1.260192539,103.786646,365006.3667,139320.8045,,264.52,-1261.162,1.260170483,103.7866329,365004.9105,139318.3669,,264.52,-1267.758,1.260119259,103.7866025,365001.5284,139312.7053,,264.52,-1262.686,1.260158648,103.7866259,365004.1291,139317.0588
TF3_00_11,264.52,-1264.877,1.260141633,103.7866158,365003.0056,139315.1782,,264.52,-1267.717,1.260119578,103.7866027,365001.5494,139312.7405,,264.52,-1274.313,1.260068353,103.7865724,364998.1673,139307.079,,264.52,-1269.241,1.260107742,103.7865957,365000.768,139311.4324
TF3_00_12,264.52,-1271.436,1.260090696,103.7865856,364999.6425,139309.5484,,264.52,-1274.276,1.260068641,103.7865725,364998.1862,139307.1107,,264.52,-1280.872,1.260017416,103.7865422,364994.8041,139301.4492,,264.52,-1275.8,1.260056805,103.7865655,364997.4048,139305.8026
TF3_00_13,264.52,-1277.966,1.260039984,103.7865555,364996.2942,139303.9435,,264.52,-1280.806,1.260017929,103.7865425,364994.8379,139301.5058,,264.52,-1287.402,1.259966705,103.7865121,364991.4558,139295.8443,,264.52,-1282.33,1.260006094,103.7865354,364994.0565,139300.1977
TF3_00_14,264.52,-1284.525,1.259989047,103.7865253,364992.931,139298.3137,,264.52,-1287.365,1.259966992,103.7865123,364991.4748,139295.876,,264.52,-1293.961,1.259915768,103.7864819,364988.0926,139290.2145,,264.52,-1288.889,1.259955157,103.7865052,364990.6933,139294.5679
TF3_00_15,264.52,-1291.047,1.259938398,103.7864953,364989.5868,139292.7156,,264.52,-1293.887,1.259916342,103.7864822,364988.1306,139290.278,,264.52,-1300.483,1.259865118,103.7864519,364984.7484,139284.6164,,264.52,-1295.411,1.259904507,103.7864752,364987.3491,139288.9699
TF3_00_16,264.52,-1297.606,1.259887461,103.7864651,364986.2236,139287.0859,,264.52,-1300.446,1.259865406,103.786452,364984.7674,139284.6482,,264.52,-1307.042,1.259814181,103.7864217,364981.3853,139278.9866,,264.52,-1301.97,1.25985357,103.786445,364983.986,139283.3401
TF3_00_17,264.52,-1304.136,1.259836749,103.786435,364982.8753,139281.481,,264.52,-1306.976,1.259814694,103.786422,364981.4191,139279.0433,,264.52,-1313.572,1.25976347,103.7863916,364978.037,139273.3817,,264.52,-1308.5,1.259802858,103.7864149,364980.6377,139277.7352
TF3_00_18,264.52,-1310.695,1.259785812,103.7864048,364979.5122,139275.8512,,264.52,-1313.535,1.259763757,103.7863918,364978.0559,139273.4135,,264.52,-1320.131,1.259712533,103.7863614,364974.6738,139267.752,,264.52,-1315.059,1.259751922,103.7863847,364977.2745,139272.1054
TF3_00_19,264.52,-1317.252,1.259734891,103.7863746,364976.15,139270.2231,,264.52,-1320.092,1.259712836,103.7863616,364974.6938,139267.7854,,264.52,-1326.688,1.259661611,103.7863312,364971.3117,139262.1239,,264.52,-1321.616,1.259701,103.7863546,364973.9124,139266.4773
TF3_00_20,264.52,-1323.811,1.259683954,103.7863444,364972.7869,139264.5933,,264.52,-1326.651,1.259661899,103.7863314,364971.3306,139262.1556,,264.52,-1333.247,1.259610674,103.786301,364967.9485,139256.4941,,264.52,-1328.175,1.259650063,103.7863244,364970.5492,139260.8475
TF3_00_21,264.52,-1330.341,1.259633242,103.7863144,364969.4386,139258.9884,,264.52,-1333.181,1.259611187,103.7863013,364967.9823,139256.5507,,264.52,-1339.777,1.259559963,103.7862709,364964.6002,139250.8892,,264.52,-1334.705,1.259599352,103.7862943,364967.2009,139255.2426
TF3_00_22,264.52,-1336.9,1.259582305,103.7862842,364966.0754,139253.3586,,264.52,-1339.74,1.25956025,103.7862711,364964.6192,139250.9209,,264.52,-1346.336,1.259509026,103.7862407,364961.237,139245.2594,,264.52,-1341.264,1.259548415,103.7862641,364963.8377,139249.6128
TF3_00_23,264.52,-1343.422,1.259531656,103.7862542,364962.7312,139247.7606,,264.52,-1346.262,1.2595096,103.7862411,364961.275,139245.3229,,264.52,-1352.858,1.259458376,103.7862107,364957.8928,139239.6614,,264.52,-1347.786,1.259497765,103.7862341,364960.4935,139244.0148
TF3_00_24,264.52,-1349.981,1.259480719,103.7862239,364959.368,139242.1308,,264.52,-1352.821,1.259458663,103.7862109,364957.9118,139239.6931,,264.52,-1359.417,1.259407439,103.7861805,364954.5297,139234.0316,,264.52,-1354.345,1.259446828,103.7862039,364957.1304,139238.385
TF3_00_25,264.52,-1356.511,1.259430007,103.7861939,364956.0197,139236.5259,,264.52,-1359.351,1.259407952,103.7861808,364954.5635,139234.0882,,264.52,-1365.947,1.259356727,103.7861504,364951.1814,139228.4267,,264.52,-1360.875,1.259396116,103.7861738,364953.7821,139232.7801
