,Parking Positions,,,,,,,20F or 40F Front Pose,,,,,,,20F Rear Pose,,,,,,,45F Front Pose,,,,,
SlotLabel,UnityX,UnityZ,Latitude,Longitude,WGS84_Easting,WGS84_Northing,,UnityX_20F,UnityZ_20F,Latitude_20F,Longitude_20F,WGS84_Easting_20F,WGS84_Northing_20F,,UnityX_20R,UnityZ_20R,Latitude_20R,Longitude_20R,WGS84_Easting_20R,WGS84_Northing_20R,,UnityX_45F,UnityZ_45F,Latitude_45F,Longitude_45F,WGS84_Easting_45F,WGS84_Northing_45F
TQ2_11_34,-541.6199,112.13,1.2745713679089,103.786736149677,365017.143569044,140910.458750541,,-544.4599,112.13,1.27458452953795,103.786714236509,365014.705917016,140911.914990028,,-551.0559,112.13,1.27461509788411,103.786663342403,365009.044384297,140915.297157601,,-545.9839,112.13,1.27459159232755,103.78670247747,365013.397824864,140912.696436861
TQ2_11_35,-548.1781,112.13,1.27460176107609,103.786685547233,365011.51448116,140913.821535718,,-551.0181,112.13,1.27461492270469,103.786663634064,365009.076829105,140915.277775258,,-557.6141,112.13,1.27464549104979,103.786612739957,365003.415296321,140918.659942954,,-552.5421,112.13,1.27462198549404,103.786651875025,365007.768736937,140916.059222119
TQ2_11_36,-554.81,112.13,1.27463249579575,103.786634376125,365005.822134422,140917.22211146,,-557.65,112.13,1.27464565742389,103.786612462956,365003.384482337,140918.678351053,,-564.246,112.13,1.27467622576792,103.786561568848,364997.722949484,140922.060518873,,-559.174,112.13,1.27465272021299,103.786600703917,365002.076390157,140919.459797943
TQ2_11_37,-560.72,112.13,1.27465988495831,103.786588775128,365000.749414751,140920.252525569,,-563.56,112.13,1.27467304658604,103.786566861959,364998.311762639,140921.70876521,,-570.156,112.13,1.27470361492912,103.78651596785,364992.650229731,140925.090933139,,-565.084,112.13,1.27468010937492,103.78655510292,364997.003670445,140922.490212125
TQ3_00_1,-325.63,123.33,1.27365736752713,103.788454276956,365208.276660179,140809.321025313,,-328.469999999999,123.33,1.27367052917158,103.788432363804,365205.839009173,140810.777263114,,-335.066,123.33,1.2737010975535,103.788381469736,365200.177478833,140814.159426769,,-329.993999999999,123.33,1.27367759196944,103.788420604775,365204.530917575,140811.558709041
TQ3_00_2,-332.15,123.33,1.2736875836965,103.788403969297,365202.68036278,140812.66421917,,-334.99,123.33,1.2737007453405,103.788382056144,365200.24271175,140814.120457023,,-341.586,123.33,1.27373131372137,103.788331162074,365194.581181344,140817.5026208,,-336.514,123.33,1.27370780813811,103.788370297114,365198.934620133,140814.901902979
TQ3_00_3,-338.6811,123.33,1.27371785130646,103.78835357599,365197.07453788,140816.013104782,,-341.5211,123.33,1.27373101295001,103.788331662836,365194.636886821,140817.469342687,,-348.1171,123.33,1.27376158132983,103.788280768766,365188.975356348,140820.851506586,,-343.0451,123.33,1.27373807574738,103.788319903806,365193.32879519,140818.250788671
TQ3_00_4,-345.2401,123.33,1.27374824821463,103.788302967408,365191.44476557,140819.376296513,,-348.080099999999,123.33,1.27376140985772,103.788281054254,365189.007114478,140820.832534471,,-354.676099999999,123.33,1.27379197823649,103.788230160182,365183.345583943,140824.214698492,,-349.604099999999,123.33,1.27376847265485,103.788269295223,365187.699022835,140821.613980483
TQ3_00_5,-351.7701,123.33,1.27377851072469,103.788252582586,365185.8398847,140822.724618331,,-354.6101,123.33,1.27379167236733,103.788230669431,365183.402233583,140824.180856341,,-361.2061,123.33,1.27382224074504,103.788179775358,365177.740702979,140827.563020484,,-356.1341,123.33,1.27379873516422,103.788218910401,365182.09414192,140824.962302381
TQ3_00_6,-358.3291,123.33,1.27380890763076,103.788201974001,365180.210112254,140826.087810305,,-361.1691,123.33,1.27382206927295,103.788180060847,365177.772461111,140827.544048368,,-367.7651,123.33,1.2738526376496,103.788129166772,365172.110930443,140830.926212633,,-362.6931,123.33,1.27382913206959,103.788168301815,365176.464369431,140828.325494437
TQ3_00_7,-364.8511,123.33,1.27383913306369,103.788151650904,365174.612097879,140829.432030285,,-367.6911,123.33,1.27385229470542,103.788129737749,365172.174446704,140830.8882684,,-374.2871,123.33,1.27388286308103,103.788078843673,365166.51291597,140834.270432788,,-369.2151,123.33,1.27385935750182,103.788117978718,365170.866355011,140831.669714497
TQ3_00_8,-371.4101,123.33,1.27386952996766,103.788101042317,365168.982325306,140832.795222502,,-374.2501,123.33,1.27388269160894,103.788079129162,365166.544674104,140834.25146067,,-380.8461,123.33,1.27391325998349,103.788028235085,365160.883143301,140837.63362518,,-375.7741,123.33,1.2738897544051,103.78806737013,365165.236582395,140835.032906795
TQ3_00_9,-377.9402,123.33,1.27389979293699,103.788050656719,365163.377358344,140836.143596079,,-380.7802,123.33,1.27391295457782,103.788028743563,365160.939707111,140837.5998343,,-387.3762,123.33,1.27394352295132,103.787977849485,365155.278176245,140840.981998931,,-382.3042,123.33,1.27392001737373,103.788016984531,365159.631615388,140838.381280453
TQ3_00_10,-384.4991,123.33,1.27393018937543,103.788000048902,365157.747671472,140839.506737263,,-387.3391,123.33,1.2739433510158,103.787978135745,365155.310020212,140840.962975537,,-393.9351,123.33,1.27397391938825,103.787927241666,365149.64848928,140844.34514029,,-388.8631,123.33,1.27395041381147,103.787966376713,365154.001928473,140841.744421718
TQ3_00_11,-391.0541,123.33,1.27396056773874,103.787949471175,365152.121332013,140842.867878805,,-393.8941,123.33,1.27397372937866,103.787927558018,365149.683680724,140844.324117131,,-400.4901,123.33,1.27400429775005,103.787876663938,365144.022149726,140847.706282007,,-395.4181,123.33,1.27398079217408,103.787915798986,365148.375588972,140845.105563341
TQ3_00_12,-397.6132,123.33,1.27399096510196,103.787898861812,365146.491473345,140846.231122785,,-400.4532,123.33,1.27400412674143,103.787876948655,365144.05382203,140847.687361163,,-407.0492,123.33,1.27403469511176,103.787826054573,365138.392290966,140851.069526162,,-401.9772,123.33,1.27401118953661,103.787865189622,365142.745730259,140848.468807401
TQ3_00_13,-404.1432,123.33,1.27402122760367,103.787848476981,365140.886591954,140849.57944557,,-406.9832,123.33,1.27403438924268,103.787826563823,365138.44894061,140851.035684001,,-413.5792,123.33,1.27406495761196,103.787775669741,365132.787409482,140854.417849121,,-408.5072,123.33,1.27404145203762,103.78781480479,365137.140848828,140851.817130267
TQ3_00_14,-410.7023,123.33,1.2740516249648,103.787797867616,365135.256733156,140852.942689792,,-413.5423,123.33,1.27406478660335,103.787775954457,365132.819081783,140854.398928276,,-420.1383,123.33,1.27409535497158,103.787725060374,365127.157550587,140857.781093519,,-415.0663,123.33,1.27407184939805,103.787764195424,365131.510989982,140855.18037457
TQ3_00_15,-417.2241,123.33,1.27408184946251,103.787747546053,365129.658889924,140856.286808187,,-420.0641,123.33,1.27409501110061,103.787725632894,365127.221238522,140857.743046723,,-426.6601,123.33,1.27412557946778,103.787674738809,365121.559707262,140861.125212087,,-421.5881,123.33,1.27410207389506,103.78771387386,365125.91314671,140858.524493045
TQ3_00_16,-423.7832,123.33,1.27411224682154,103.787696936685,365124.029030993,140859.650052652,,-426.6232,123.33,1.27412540845918,103.787675023526,365121.591379565,140861.106291241,,-433.2192,123.33,1.2741559768253,103.78762412944,365115.929848236,140864.488456727,,-428.1472,123.33,1.27413247125339,103.787663264492,365120.283287734,140861.887737591
TQ3_00_17,-430.3132,123.33,1.27414250931907,103.787646551849,365118.424149343,140862.99837592,,-433.153199999999,123.33,1.27415567095627,103.787624638689,365115.986497883,140864.454614562,,-439.7492,123.33,1.27418623932133,103.787573744602,365110.324966494,140867.83678017,,-434.677199999999,123.33,1.27416273375023,103.787612879655,365114.678406041,140865.23606094
TQ3_00_18,-436.8721,123.33,1.27417290574913,103.787595944023,365112.794461948,140866.361518076,,-439.712099999999,123.33,1.27418606738587,103.787574030862,365110.356810462,140867.81775677,,-446.308099999999,123.33,1.27421663574988,103.787523136774,365104.695279004,140871.199922501,,-441.236099999999,123.33,1.27419313017959,103.787562271828,365109.048718604,140868.599203177
TQ3_00_19,-443.4292,123.33,1.27420329383625,103.787545350084,365107.166319479,140869.723737386,,-446.2692,123.33,1.27421645547254,103.787523436922,365104.728667964,140871.179976132,,-452.8652,123.33,1.27424702383549,103.787472542833,365099.067136443,140874.562141986,,-447.7932,123.33,1.27422351826601,103.787511677888,365103.420576089,140871.961422568
TQ3_00_20,-449.9882,123.33,1.27423369072764,103.787494741483,365101.536546119,140873.086931061,,-452.8282,123.33,1.27424685236347,103.787472828321,365099.098894578,140874.543169861,,-459.4242,123.33,1.27427742072537,103.787421934231,365093.437362988,140877.925335836,,-454.3522,123.33,1.2742539151567,103.787461069286,365097.790802688,140875.324616324
TQ3_00_21,-456.518,123.33,1.27426395229413,103.787444358186,365095.931835874,140876.435152262,,-459.358,123.33,1.2742771139295,103.787422445023,365093.494184301,140877.891391114,,-465.954,123.33,1.27430768229035,103.787371550932,365087.832652645,140881.273557211,,-460.882,123.33,1.27428417672249,103.787410685988,365092.186092399,140878.672837606
TQ3_00_22,-463.077,123.33,1.27429434918342,103.787393749583,365090.302062384,140879.79834618,,-465.917,123.33,1.27430751081834,103.78737183642,365087.864410785,140881.254585085,,-472.513,123.33,1.27433807917813,103.787320942327,365082.202879063,140884.636751305,,-467.441,123.33,1.27431457361109,103.787360077385,365086.556318865,140882.036031605
TQ3_00_23,-469.5993,123.33,1.27432457598998,103.787343424152,365084.70378947,140883.142721921,,-472.4393,123.33,1.27433773762445,103.787321510989,365082.266137841,140884.598960878,,-479.0353,123.33,1.27436830598318,103.787270616895,365076.604606056,140887.98112722,,-473.9633,123.33,1.27434480041695,103.787309751953,365080.958045907,140885.380407426
TQ3_00_24,-476.1582,123.33,1.27435497241374,103.787292816319,365079.074101684,140886.505864806,,-478.9982,123.33,1.27436813404775,103.787270903155,365076.636450027,140887.962103816,,-485.5942,123.33,1.27439870240543,103.78722000906,365070.974918173,140891.34427028,,-480.5222,123.33,1.27437519684001,103.787259144119,365075.328358074,140888.743550392
TQ3_00_25,-482.688,123.33,1.27438523397605,103.787242433017,365073.469391175,140889.85408649,,-485.528,123.33,1.27439839560961,103.787220519852,365071.031739491,140891.310325552,,-492.124,123.33,1.27442896396623,103.787169625756,365065.370207574,140894.692492139,,-487.052,123.33,1.27440545840162,103.787208760816,365069.723647527,140892.091772157
TQ3_00_26,-489.2473,123.33,1.27441563225146,103.787191822094,365067.839359928,140893.217434722,,-492.087299999999,123.33,1.27442879388457,103.78716990893,365065.401708213,140894.673673837,,-498.6833,123.33,1.27445936224013,103.787119014832,365059.740176232,140898.055840546,,-493.611299999999,123.33,1.27443585667633,103.787158149893,365064.093616233,140895.45512047
TQ3_00_27,-495.8023,123.33,1.274446010598,103.787141244349,365062.213019425,140896.578578207,,-498.6423,123.33,1.27445917223065,103.787119331184,365059.775367681,140898.034817374,,-505.2383,123.33,1.27448974058516,103.787068437085,365054.113835634,140901.416984205,,-500.1663,123.33,1.27446623502217,103.787107572147,365058.467275687,140898.816264036
TQ3_00_28,-502.3609,123.33,1.27447640562724,103.787090638826,365056.583588871,140899.94156775,,-505.2009,123.33,1.27448956725944,103.78706872566,365054.145937104,140901.39780697,,-511.7969,123.33,1.27452013561289,103.78701783156,365048.484404988,140904.779973924,,-506.7249,123.33,1.27449663005072,103.787056966623,365052.837845091,140902.17925366
TQ3_00_29,-508.8911,123.33,1.27450666903912,103.787040252433,365050.978534775,140903.289995022,,-511.731099999999,123.33,1.27451983067086,103.787018339267,365048.540882979,140904.746234295,,-518.3271,123.33,1.27455039902326,103.786967445166,365042.879350794,140908.12840137,,-513.2551,123.33,1.2745268934619,103.787006580229,365047.232790952,140905.527681013
TQ3_00_30,-515.45,123.33,1.27453706545658,103.786989644592,365045.348846594,140906.653138637,,-518.29,123.33,1.27455022708787,103.786967731426,365042.911194769,140908.109377962,,-524.886,123.33,1.27458079543921,103.786916837323,365037.249662524,140911.49154516,,-519.814,123.33,1.27455728987866,103.786955972388,365041.603102726,140908.890824708
TQ3_00_31,-521.9721,123.33,1.27456729132792,103.786939320696,365039.750744824,140909.997412792,,-524.8121,123.33,1.27458045295875,103.786917407529,365037.31309297,140911.45365217,,-531.4081,123.33,1.27461102130904,103.786866513425,365031.651560659,140914.835819489,,-526.3361,123.33,1.2745875157493,103.786905648491,365036.005000914,140912.235098944
TQ3_00_32,-528.5313,123.33,1.27459768913359,103.786888710538,365034.120799017,140913.360710477,,-531.3713,123.33,1.27461085076397,103.78686679737,365031.683147136,140914.816949908,,-537.9673,123.33,1.27464141911321,103.786815903266,365026.021614756,140918.199117349,,-532.8953,123.33,1.27461791355428,103.786855038332,365030.375055061,140915.59839671
TQ3_00_33,-535.0612,123.33,1.27462795115098,103.786838326455,365028.516002156,140916.708984405,,-537.9012,123.33,1.27464111278091,103.786816413287,365026.078350244,140918.165223888,,-544.4972,123.33,1.27467168112909,103.786765519181,365020.416817803,140921.547391451,,-539.4252,123.33,1.27464817557097,103.786804654249,365024.770258158,140918.946670719
TQ3_00_34,-541.6199,123.33,1.27465834663737,103.786787720153,365022.886485383,140920.072025953,,-544.4599,123.33,1.27467150826684,103.786765806985,365020.448833442,140921.528265488,,-551.0559,123.33,1.27470207661396,103.786714912878,365014.787300932,140924.910433174,,-545.9839,123.33,1.27467857105666,103.786754047946,365019.140741342,140922.309712347
TQ3_00_35,-548.1781,123.33,1.27468873980552,103.786737117708,365017.257397706,140923.434811242,,-551.0181,123.33,1.27470190143454,103.786715204539,365014.819745736,140924.89105083,,-557.6141,123.33,1.2747324697806,103.786664310431,365009.158213163,140928.273218639,,-552.5421,123.33,1.27470896422411,103.7867034455,365013.51165362,140925.672497718
TQ3_00_36,-554.81,123.33,1.27471947452615,103.7866859466,365011.565051177,140926.835387097,,-557.65,123.33,1.27473263615471,103.78666403343,365009.127399181,140928.291626739,,-564.246,123.33,1.2747632044997,103.78661313932,365003.465866538,140931.673794671,,-559.174,123.33,1.27473969894403,103.786652274391,365007.819307049,140929.073073654
TQ3_00_37,-560.72,123.33,1.27474686368958,103.786640345602,365006.492331692,140929.865801307,,-563.56,123.33,1.27476002531772,103.786618432431,365004.054679669,140931.322040996,,-570.156,123.33,1.27479059366176,103.786567538321,364998.393146968,140934.704209038,,-565.084,123.33,1.27476708810683,103.786606673392,365002.746587523,140932.103487937
TQ3_11_1,-325.63,164.12,1.27397414082658,103.788642094959,365229.192133059,140844.332214616,,-328.469999999999,164.12,1.27398730247255,103.788620181804,365226.75448238,140845.788452593,,-335.066,164.12,1.27401787085798,103.788569287732,365221.092952801,140849.170616657,,-329.993999999999,164.12,1.27399436527122,103.788608422774,365225.446390955,140846.569898615
TQ3_11_2,-332.15,164.12,1.27400435699942,103.788591787295,365223.595836414,140847.675408878,,-334.99,164.12,1.27401751864494,103.78856987414,365221.158185709,140849.131646907,,-341.586,164.12,1.27404808702933,103.788518980066,365215.496656063,140852.513811094,,-336.514,164.12,1.27402458144337,103.788558115109,365219.850094268,140849.913092957
TQ3_11_3,-338.6811,164.12,1.27403462461287,103.788541393983,365217.990012268,140851.024294895,,-341.5211,164.12,1.27404778625793,103.788519480828,365215.552361534,140852.480532977,,-348.1171,164.12,1.27407835464127,103.788468586753,365209.890831824,140855.862697285,,-343.0451,164.12,1.27405484905612,103.788507721797,365214.244270078,140853.261979055
TQ3_11_4,-345.2401,164.12,1.27406502152453,103.788490785397,365212.36024071,140854.387487034,,-348.080099999999,164.12,1.27407818316914,103.788468872241,365209.92258995,140855.843725168,,-354.676099999999,164.12,1.27410875155142,103.788417978165,365204.261060175,140859.225889599,,-349.604099999999,164.12,1.27408524596708,103.78845711321,365208.614498479,140856.625171275
TQ3_11_5,-351.7701,164.12,1.27409528403807,103.788440400571,365206.755360595,140857.735809257,,-354.6101,164.12,1.27410844568222,103.788418487415,365204.317709806,140859.192047444,,-361.2061,164.12,1.27413901406345,103.788367593337,365198.656179964,140862.574211996,,-356.1341,164.12,1.27411550847992,103.788406728383,365203.009618318,140859.973493579
TQ3_11_6,-358.3291,164.12,1.27412568094764,103.788389791982,365201.125588911,140861.099001639,,-361.1691,164.12,1.27413884259134,103.788367878826,365198.687938092,140862.555239878,,-367.7651,164.12,1.27416941097151,103.788316984747,365193.026408182,140865.937404553,,-362.6931,164.12,1.27414590538879,103.788356119794,365197.379846588,140863.336686041
TQ3_11_7,-364.8511,164.12,1.27415590638404,103.788339468881,365195.527575285,140864.443222024,,-367.6911,164.12,1.27416906802729,103.788317555724,365193.089924438,140865.899460316,,-374.2871,164.12,1.27419963640641,103.788266661644,365187.428394464,140869.281625113,,-369.2151,164.12,1.2741761308245,103.788305796691,365191.78183292,140866.680906507
TQ3_11_8,-371.4101,164.12,1.27418630329151,103.78828886029,365189.89780347,140867.806414649,,-374.2501,164.12,1.2741994649343,103.788266947132,365187.460152594,140869.262652993,,-380.8461,164.12,1.27423003331237,103.788216053052,365181.798622558,140872.644817912,,-375.7741,164.12,1.27420652773127,103.7882551881,365186.152061063,140870.044099213
TQ3_11_9,-377.9402,164.12,1.27421656626431,103.788238474687,365184.292837259,140871.154788631,,-380.7802,164.12,1.27422972790666,103.788216561529,365181.855186354,140872.611027028,,-387.3762,164.12,1.27426029628367,103.788165667447,365176.193656251,140875.993192069,,-382.3042,164.12,1.27423679070338,103.788204802497,365180.54709481,140873.392473276
TQ3_11_10,-384.4991,164.12,1.27424696270625,103.788187866866,365178.663151144,140874.517930223,,-387.3391,164.12,1.27426012434814,103.788165953707,365176.225500212,140875.974168672,,-393.9351,164.12,1.2742906927241,103.788115059624,365170.563970041,140879.356333836,,-388.8631,164.12,1.27426718714462,103.788154194674,365174.917408651,140876.755614948
TQ3_11_11,-391.0541,164.12,1.27427734107305,103.788137289135,365173.036812443,140877.879072172,,-393.8941,164.12,1.27429050271449,103.788115375976,365170.599161483,140879.335310674,,-400.4901,164.12,1.27432107108939,103.788064481892,365164.937631248,140882.71747596,,-395.4181,164.12,1.27429756551072,103.788103616943,365169.291069906,140880.116756978
TQ3_11_12,-397.6132,164.12,1.27430773843977,103.788086679768,365167.406954532,140881.242316559,,-400.4532,164.12,1.27432090008074,103.788064766608,365164.969303543,140882.698555114,,-407.0492,164.12,1.27435146845459,103.788013872523,365159.307773242,140886.080720522,,-401.9772,164.12,1.27432796287674,103.788053007575,365163.661211952,140883.480001446
TQ3_11_13,-404.1432,164.12,1.27433800094496,103.788036294933,365161.802073897,140884.590639749,,-406.9832,164.12,1.27435116258548,103.788014381772,365159.364422879,140886.046878357,,-413.5792,164.12,1.27438173095828,103.787963487686,365153.702892512,140889.429043887,,-408.5072,164.12,1.27435822538123,103.788002622739,365158.056331269,140886.828324718
TQ3_11_14,-410.7023,164.12,1.27436839830958,103.787985685563,365156.17221585,140887.953884379,,-413.5423,164.12,1.27438155994964,103.787963772403,365153.734564806,140889.410123039,,-420.1383,164.12,1.27441212832138,103.787912878315,365148.073034373,140892.792288692,,-415.0663,164.12,1.27438862274515,103.787952013368,365152.426473185,140890.191569428
TQ3_11_15,-417.2241,164.12,1.27439862281076,103.787935363996,365150.574373376,140891.298003179,,-420.0641,164.12,1.27441178445038,103.787913450835,365148.136722299,140892.754241891,,-426.6601,164.12,1.27444235282107,103.787862556746,365142.475191803,140896.136407665,,-421.5881,164.12,1.27441884724564,103.7879016918,365146.828630663,140893.535688308
TQ3_11_16,-423.7832,164.12,1.27442902017328,103.787884754624,365144.944515199,140894.661248051,,-426.6232,164.12,1.27444218181245,103.787862841462,365142.506864099,140896.117486817,,-433.2192,164.12,1.27447275018208,103.787811947372,365136.845333534,140899.499652713,,-428.1472,164.12,1.27444924460746,103.787851082428,365141.198772446,140896.898933262
TQ3_11_17,-430.3132,164.12,1.2744592826743,103.787834369784,365139.339634303,140898.009571725,,-433.153199999999,164.12,1.27447244431301,103.787812456622,365136.901983171,140899.465810543,,-439.7492,164.12,1.27450301268159,103.78776156253,365131.240452543,140902.847976562,,-434.677199999999,164.12,1.27447950710778,103.787800697587,365135.593891505,140900.247257017
TQ3_11_18,-436.8721,164.12,1.27448967910785,103.787783761953,365133.709947667,140901.372714289,,-439.712099999999,164.12,1.2745028407461,103.78776184879,365131.272296507,140902.828953159,,-446.308099999999,164.12,1.27453340911363,103.787710954698,365125.61076581,140906.2111193,,-441.236099999999,164.12,1.27450990354063,103.787750089755,365129.964204824,140903.610399661
TQ3_11_19,-443.4292,164.12,1.27452006719847,103.787733168009,365128.081805952,140904.734934006,,-446.2692,164.12,1.27453322883626,103.787711254846,365125.644154768,140906.191172929,,-452.8652,164.12,1.27456379720273,103.787660360753,365119.982624005,140909.573339192,,-447.7932,164.12,1.27454029163055,103.787699495811,365124.336063066,140906.972619459
TQ3_11_20,-449.9882,164.12,1.27455046409335,103.787682559405,365122.452033352,140908.098128088,,-452.8282,164.12,1.27456362573069,103.787660646241,365120.014382134,140909.554367064,,-459.4242,164.12,1.2745941940961,103.787609752146,365114.352851305,140912.93653345,,-454.3522,164.12,1.27457068852474,103.787648887205,365118.706290424,140910.335813623
TQ3_11_21,-456.518,164.12,1.27458072566331,103.787632176103,365116.847323858,140911.446349695,,-459.358,164.12,1.2745938873002,103.787610262939,365114.409672616,140912.902588723,,-465.954,164.12,1.27462445566456,103.787559368843,365108.748141721,140916.28475523,,-460.882,164.12,1.274600950094,103.787598503903,365113.101580887,140913.68403531
TQ3_11_22,-463.077,164.12,1.2746111225561,103.787581567496,365111.217551125,140914.80954402,,-465.917,164.12,1.27462428419254,103.787559654331,365108.779899855,140916.265783102,,-472.513,164.12,1.27465485255583,103.787508760234,365103.118368894,140919.647949731,,-467.441,164.12,1.27463134698609,103.787547895295,365107.471808112,140917.047229716
TQ3_11_23,-469.5993,164.12,1.27464134936613,103.787531242061,365105.619278963,140918.153920167,,-472.4393,164.12,1.27465451100211,103.787509328896,365103.181627664,140919.6101593,,-479.0353,164.12,1.27468507936436,103.787458434798,365097.520096639,140922.992326052,,-473.9633,164.12,1.27466157379543,103.78749756986,365101.873535905,140920.391605943
TQ3_11_24,-476.1582,164.12,1.27467174579339,103.787480634223,365099.989591932,140921.517063459,,-478.9982,164.12,1.27468490742891,103.787458721058,365097.551940603,140922.973302645,,-485.5942,164.12,1.2747154757901,103.787407826958,365091.890409513,140926.355469519,,-480.5222,164.12,1.27469197022198,103.787446962021,365096.243848828,140923.754749317
TQ3_11_25,-482.688,164.12,1.27470200735917,103.787430250917,365094.384882182,140924.865285549,,-485.528,164.12,1.27471516899425,103.787408337751,365091.947230825,140926.321524787,,-492.124,164.12,1.27474573735438,103.78735744365,365086.285699665,140929.703691783,,-487.052,164.12,1.27472223178707,103.787396578714,365090.639139036,140927.102971487
TQ3_11_26,-489.2473,164.12,1.27473240563808,103.787379639991,365088.75485169,140928.228634188,,-492.087299999999,164.12,1.2747455672727,103.787357726824,365086.317200304,140929.68487348,,-498.6833,164.12,1.27477613563178,103.787306832722,365080.655669081,140933.067040598,,-493.611299999999,164.12,1.27475263006528,103.787345967787,365085.009108499,140930.466320207
TQ3_11_27,-495.8023,164.12,1.27476278398811,103.787329062241,365083.128511941,140931.58977808,,-498.6423,164.12,1.27477594562227,103.787307149074,365080.690860528,140933.046017424,,-505.2383,164.12,1.27480651398029,103.787256254971,365075.02932924,140936.428184665,,-500.1663,164.12,1.27478300841461,103.787295390037,365079.38276871,140933.82746418
TQ3_11_28,-502.3609,164.12,1.27479317902085,103.787278456714,365077.499082146,140934.952768031,,-505.2009,164.12,1.27480634065456,103.787256543546,365075.061430708,140936.409007427,,-511.7969,164.12,1.27483690901152,103.787205649442,365069.399899351,140939.79117479,,-506.7249,164.12,1.27481340344665,103.787244784508,365073.75333887,140937.190454212
TQ3_11_29,-508.8911,164.12,1.2748234424362,103.787228070316,365071.894028805,140938.301195709,,-511.731099999999,164.12,1.27483660406946,103.787206157148,365069.456377332,140939.757435158,,-518.3271,164.12,1.27486717242537,103.787155263043,365063.794845914,140943.139602643,,-513.2551,164.12,1.27484366686131,103.78719439811,365068.148285483,140940.53888197
TQ3_11_30,-515.45,164.12,1.27485383885716,103.787177462472,365066.264341381,140941.66433973,,-518.29,164.12,1.27486700048996,103.787155549303,365063.826689882,140943.120579232,,-524.886,164.12,1.27489756884481,103.787104655196,365058.165158398,140946.502746839,,-519.814,164.12,1.27487406328156,103.787143790265,365062.518598017,140943.902026073
TQ3_11_31,-521.9721,164.12,1.27488406473196,103.787127138571,365060.666240365,140945.008614291,,-524.8121,164.12,1.27489722636431,103.787105225402,365058.228588836,140946.464853845,,-531.4081,164.12,1.27492779471811,103.787054331294,365052.567057283,140949.847021574,,-526.3361,164.12,1.27490428915567,103.787093466363,365056.920496958,140947.246300714
TQ3_11_32,-528.5313,164.12,1.27491446254113,103.787076528409,365055.036295311,140948.371912383,,-531.3713,164.12,1.27492762417303,103.787054615239,365052.598643757,140949.82815199,,-537.9673,164.12,1.27495819252577,103.78700372113,365046.937112141,140953.210319842,,-532.8953,164.12,1.27493468696414,103.7870428562,365051.290551862,140950.609598888
TQ3_11_33,-535.0612,164.12,1.274944724562,103.787026144322,365049.431499208,140951.720186717,,-537.9012,164.12,1.27495788619344,103.787004231152,365046.993847625,140953.176426376,,-544.4972,164.12,1.27498845454513,103.786953337042,365041.33231594,140956.55859435,,-539.4252,164.12,1.27496494898431,103.786992472113,365045.685755711,140953.957873302
TQ3_11_34,-541.6199,164.12,1.27497512005188,103.786975538016,365043.801983187,140955.083228672,,-544.4599,164.12,1.27498828168286,103.786953624845,365041.364331577,140956.539468384,,-551.0559,164.12,1.2750188500335,103.786902730734,365035.702799824,140959.92163648,,-545.9839,164.12,1.27499534447349,103.786941865805,365040.05623965,140957.320915338
TQ3_11_35,-548.1781,164.12,1.27500551322352,103.786924935566,365038.172896267,140958.446014369,,-551.0181,164.12,1.27501867485405,103.786903022395,365035.735244626,140959.902254133,,-557.6141,164.12,1.27504924320363,103.786852128283,365030.073712812,140963.284422352,,-552.5421,164.12,1.27502573764444,103.786891263355,365034.427152686,140960.683701115
TQ3_11_36,-554.81,164.12,1.27503624794769,103.786873764453,365032.480550504,140961.846590635,,-557.65,164.12,1.27504940957775,103.786851851282,365030.042898836,140963.302830454,,-564.246,164.12,1.27507997792626,103.786800957168,365024.381366955,140966.684998795,,-559.174,164.12,1.27505647236789,103.786840092242,365028.73480688,140964.084277464
TQ3_11_37,-560.72,164.12,1.27506363711426,103.786828163451,365027.407831702,140964.877005212,,-563.56,164.12,1.27507679874391,103.786806250279,365024.970180009,140966.333245078,,-570.156,164.12,1.27510736709147,103.786755356165,365019.308648066,140969.71541353,,-565.084,164.12,1.27508386153383,103.786794491239,365023.662088037,140967.114692114
TQ4_00_1,-325.63,175.32,1.27406111951895,103.788693665489,365234.935043435,140853.945484696,,-328.469999999999,175.32,1.27407428116533,103.788671752335,365232.497392851,140855.401722722,,-335.066,175.32,1.27410484955173,103.788620858261,365226.835863481,140858.783886899,,-329.993999999999,175.32,1.27408134396422,103.788659993304,365231.189301473,140856.18316877
TQ4_00_2,-332.15,175.32,1.27409133569274,103.788643357824,365229.338747001,140857.28867907,,-334.99,175.32,1.27410449733867,103.788621444669,365226.901096385,140858.744917147,,-341.586,175.32,1.27413506572403,103.788570550594,365221.239566948,140862.127081446,,-336.514,175.32,1.27411156013732,103.788609685638,365225.593004991,140859.526363224
TQ4_00_3,-338.6811,175.32,1.27412160330715,103.788592964512,365223.73292306,140860.637565198,,-341.5211,175.32,1.27413476495262,103.788571051356,365221.295272415,140862.093803328,,-348.1171,175.32,1.27416533333692,103.78852015728,365215.633742915,140865.475967749,,-343.0451,175.32,1.27414182775103,103.788559292325,365219.98718101,140862.875249433
