11.92,14.33,12.58,11.09,14.35,12.91,12.48,12.73,8.754,12,9.592,9.4,8.977,11.14,12.67,9.572
1.656,1.87,1.722,1.565,1.867,1.769,1.72,1.748,1.306,1.667,1.402,1.378,1.331,1.572,1.742,1.397
1.981,1.193,1.672,1.669,1.342,1.233,1.618,1.205,1.809,1.384,1.49,1.805,2.295,1.43,1.155,1.589
8.08,6.279,7.378,6.584,7.911,5.463,7.456,4.913,6.354,5.312,7.494,4.587,6.535,6.326,6.66,6.13
0.1374,0.1101,0.1279,0.1349,0.1036,0.08383,0.09901,0.07899,0.1341,0.07407,0.09126,0.08526,0.0993,0.08043,0.1001,0.08202
-1.636,-1.378,-1.792,-2.089,-0.9838,-0.8887,-1.068,-0.9721,-1.961,-0.7018,-1.128,-1.202,-1.321,-0.932,-1.34,-0.9195
15.4,14.15,16.57,18.55,11.28,9.647,11.41,9.808,15.61,7.568,12.22,11.2,12.88,10.62,13.1,10.07
