Filename,PSA_AIFO_Coordinates,,,,,,,,,,,
Format,2.1,,,,,,,,,,,
Modified on,25/09/24,,,,,,,,,,,
Reserved,,,,,,,,,,,,
Reserved,,,,,,,,,,,,
Reserved,,,,,,,,,,,,
Reserved,,,,,,,,,,,,
Reserved,,,,,,,,,,,,
Reserved,,,,,,,,,,,,
Slot Label, Raw x, Raw y, Slot Type, , 20F Front x, 20F Front y, , 20F Rear x, 20F Rear y, , 45F Front x, 45F Front y
TK4_11_19,364751.0342,139744.2373,9, ,364752.4904,139746.675, ,364755.8726,139752.3365, ,364753.2719,139747.9831
TK4_11_20,364754.3825,139749.8422,9, ,364755.8387,139752.2799, ,364759.2209,139757.9414, ,364756.6202,139753.588
TK4_11_21,364757.7457,139755.472,9, ,364759.2019,139757.9097, ,364762.584,139763.5712, ,364759.9833,139759.2178
TK4_11_22,364761.1078,139761.1001,9, ,364762.564,139763.5377, ,364765.9462,139769.1993, ,364763.3455,139764.8458
TK4_11_23,364764.471,139766.7299,9, ,364765.9272,139769.1675, ,364769.3094,139774.8291, ,364766.7087,139770.4756
TK4_11_24,364767.8193,139772.3348,9, ,364769.2755,139774.7724, ,364772.6577,139780.434, ,364770.057,139776.0805
TK4_11_25,364771.1825,139777.9646,9, ,364772.6387,139780.4022, ,364776.0209,139786.0638, ,364773.4202,139781.7103
TK4_11_26,364774.5267,139783.5626,9, ,364775.9829,139786.0002, ,364779.3651,139791.6618, ,364776.7644,139787.3083
TK4_11_27,364777.8899,139789.1924,9, ,364779.3461,139791.63, ,364782.7282,139797.2916, ,364780.1275,139792.9381
TK4_11_28,364781.2382,139794.7973,9, ,364782.6944,139797.2349, ,364786.0766,139802.8965, ,364783.4758,139798.543
TK4_11_29,364784.6013,139800.4271,9, ,364786.0576,139802.8647, ,364789.4397,139808.5263, ,364786.839,139804.1728
TK4_11_30,364787.9625,139806.0534,9, ,364789.4187,139808.4911, ,364792.8009,139814.1526, ,364790.2001,139809.7992
TK4_11_31,364791.3257,139811.6832,9, ,364792.7819,139814.1209, ,364796.164,139819.7824, ,364793.5633,139815.429
TK4_11_32,364794.674,139817.2881,9, ,364796.1302,139819.7258, ,364799.5123,139825.3873, ,364796.9116,139821.0339
TK4_11_33,364798.0371,139822.9179,9, ,364799.4934,139825.3556, ,364802.8755,139831.0171, ,364800.2748,139826.6637
TK4_11_34,364801.3813,139828.5159,9, ,364802.8376,139830.9536, ,364806.2197,139836.6151, ,364803.619,139832.2617
TK4_11_35,364804.7445,139834.1457,9, ,364806.2008,139836.5834, ,364809.5829,139842.2449, ,364806.9822,139837.8915
TK4_11_36,364808.0928,139839.7506,9, ,364809.5491,139842.1883, ,364812.9312,139847.8498, ,364810.3305,139843.4964
TK4_11_37,364811.456,139845.3804,9, ,364812.9122,139847.8181, ,364816.2944,139853.4796, ,364813.6937,139849.1262
TK4_11_38,364814.793,139850.9664,9, ,364816.2493,139853.4041, ,364819.6314,139859.0656, ,364817.0307,139854.7122
TK5_00_1,364700.4366,139637.5094,1, ,364701.8929,139639.9471, ,364705.275,139645.6086, ,364702.6743,139641.2552
TK5_00_2,364703.5132,139642.6594,1, ,364704.9694,139645.0971, ,364708.3516,139650.7586, ,364705.7508,139646.4052
TK5_00_3,364707.0071,139648.5081,1, ,364708.4633,139650.9457, ,364711.8455,139656.6073, ,364709.2448,139652.2538
TK5_00_4,364710.3703,139654.1379,1, ,364711.8265,139656.5755, ,364715.2087,139662.2371, ,364712.608,139657.8836
TK5_00_5,364713.7186,139659.7428,1, ,364715.1748,139662.1804, ,364718.557,139667.842, ,364715.9563,139663.4885
TK5_00_6,364717.0812,139665.3717,9, ,364718.5375,139667.8094, ,364721.9196,139673.4709, ,364719.3189,139669.1175
TK5_00_7,364720.4444,139671.0015,9, ,364721.9007,139673.4392, ,364725.2828,139679.1007, ,364722.6821,139674.7473
TK5_00_8,364723.7927,139676.6064,9, ,364725.249,139679.0441, ,364728.6311,139684.7056, ,364726.0304,139680.3522
TK5_00_9,364727.1559,139682.2362,9, ,364728.6121,139684.6739, ,364731.9943,139690.3354, ,364729.3936,139685.982
TK5_00_10,364730.5001,139687.8342,9, ,364731.9563,139690.2719, ,364735.3385,139695.9334, ,364732.7378,139691.58
TK5_00_11,364733.8633,139693.464,9, ,364735.3195,139695.9017, ,364738.7017,139701.5632, ,364736.101,139697.2098
TK5_00_12,364737.2116,139699.0689,9, ,364738.6678,139701.5066, ,364742.05,139707.1681, ,364739.4493,139702.8147
TK5_00_13,364740.5748,139704.6987,9, ,364742.031,139707.1364, ,364745.4131,139712.7979, ,364742.8124,139708.4445
TK5_00_14,364743.9359,139710.3251,9, ,364745.3921,139712.7627, ,364748.7743,139718.4243, ,364746.1736,139714.0708
TK5_00_15,364747.2991,139715.9549,9, ,364748.7553,139718.3925, ,364752.1375,139724.0541, ,364749.5367,139719.7006
TK5_00_16,364750.6474,139721.5598,9, ,364752.1036,139723.9974, ,364755.4858,139729.659, ,364752.8851,139725.3055
TK5_00_17,364754.0106,139727.1896,9, ,364755.4668,139729.6272, ,364758.8489,139735.2888, ,364756.2482,139730.9353
TK5_00_18,364757.3548,139732.7876,9, ,364758.811,139735.2253, ,364762.1931,139740.8868, ,364759.5924,139736.5334
TK5_00_19,364760.7179,139738.4174,9, ,364762.1742,139740.8551, ,364765.5563,139746.5166, ,364762.9556,139742.1632
TK5_00_20,364764.0662,139744.0223,9, ,364765.5225,139746.46, ,364768.9046,139752.1215, ,364766.3039,139747.7681
TK5_00_21,364767.4294,139749.6521,9, ,364768.8857,139752.0897, ,364772.2678,139757.7513, ,364769.6671,139753.3978
TK5_00_22,364770.7916,139755.2802,9, ,364772.2478,139757.7178, ,364775.63,139763.3794, ,364773.0292,139759.0259
TK5_00_23,364774.1547,139760.91,9, ,364775.611,139763.3476, ,364778.9931,139769.0092, ,364776.3924,139764.6557
TK5_00_24,364777.5031,139766.5149,9, ,364778.9593,139768.9525, ,364782.3414,139774.6141, ,364779.7407,139770.2606
TK5_00_25,364780.8662,139772.1446,9, ,364782.3225,139774.5823, ,364785.7046,139780.2439, ,364783.1039,139775.8904
TK5_00_26,364784.2104,139777.7427,9, ,364785.6667,139780.1803, ,364789.0488,139785.8419, ,364786.4481,139781.4884
TK5_00_27,364787.5736,139783.3725,9, ,364789.0298,139785.8101, ,364792.412,139791.4717, ,364789.8113,139787.1182
TK5_00_28,364792.2551,139791.209,9, ,364793.7113,139793.6467, ,364797.0935,139799.3082, ,364794.4928,139794.9548
TK5_00_29,364795.6183,139796.8388,9, ,364797.0745,139799.2765, ,364800.4567,139804.938, ,364797.8559,139800.5846
TK5_00_30,364798.9794,139802.4652,9, ,364800.4356,139804.9028, ,364803.8178,139810.5644, ,364801.2171,139806.2109
TK5_00_31,364802.3426,139808.095,9, ,364803.7988,139810.5326, ,364807.181,139816.1942, ,364804.5803,139811.8407
TK5_00_32,364806.819,139815.5882,9, ,364808.2752,139818.0258, ,364811.6573,139823.6874, ,364809.0566,139819.3339
TK5_00_33,364810.1821,139821.218,9, ,364811.6384,139823.6556, ,364815.0205,139829.3172, ,364812.4198,139824.9637
TK5_00_34,364813.5263,139826.816,9, ,364814.9826,139829.2537, ,364818.3647,139834.9152, ,364815.764,139830.5618
TK5_00_35,364816.8895,139832.4458,9, ,364818.3457,139834.8835, ,364821.7279,139840.545, ,364819.1272,139836.1916
TK5_00_36,364820.2378,139838.0507,9, ,364821.6941,139840.4884, ,364825.0762,139846.1499, ,364822.4755,139841.7965
TK5_00_37,364823.8574,139844.1097,9, ,364825.3136,139846.5473, ,364828.6958,139852.2089, ,364826.0951,139847.8554
TK5_11_1,364735.3621,139616.6453,1, ,364736.8184,139619.083, ,364740.2005,139624.7445, ,364737.5998,139620.3911
TK5_11_2,364738.4387,139621.7953,1, ,364739.8949,139624.233, ,364743.277,139629.8945, ,364740.6763,139625.5411
TK5_11_3,364741.9326,139627.644,1, ,364743.3888,139630.0816, ,364746.771,139635.7432, ,364744.1703,139631.3897
TK5_11_4,364745.2958,139633.2738,1, ,364746.752,139635.7114, ,364750.1341,139641.373, ,364747.5334,139637.0195
TK5_11_5,364748.6441,139638.8787,1, ,364750.1003,139641.3163, ,364753.4825,139646.9779, ,364750.8817,139642.6244
TK5_11_6,364752.0067,139644.5076,9, ,364753.463,139646.9453, ,364756.8451,139652.6068, ,364754.2444,139648.2534
TK5_11_7,364755.3699,139650.1374,9, ,364756.8261,139652.5751, ,364760.2083,139658.2366, ,364757.6076,139653.8832
TK5_11_8,364758.7182,139655.7423,9, ,364760.1744,139658.18, ,364763.5566,139663.8415, ,364760.9559,139659.4881
TK5_11_9,364762.0814,139661.3721,9, ,364763.5376,139663.8098, ,364766.9198,139669.4713, ,364764.3191,139665.1179
TK5_11_10,364765.4256,139666.9701,9, ,364766.8818,139669.4078, ,364770.264,139675.0693, ,364767.6633,139670.7159
TK5_11_11,364768.7888,139672.5999,9, ,364770.245,139675.0376, ,364773.6272,139680.6991, ,364771.0264,139676.3457
TK5_11_12,364772.1371,139678.2048,9, ,364773.5933,139680.6425, ,364776.9755,139686.304, ,364774.3748,139681.9506
TK5_11_13,364775.5003,139683.8346,9, ,364776.9565,139686.2723, ,364780.3386,139691.9338, ,364777.7379,139687.5804
TK5_11_14,364778.8614,139689.461,9, ,364780.3176,139691.8986, ,364783.6998,139697.5602, ,364781.0991,139693.2067
TK5_11_15,364782.2246,139695.0908,9, ,364783.6808,139697.5284, ,364787.0629,139703.19, ,364784.4622,139698.8365
TK5_11_16,364785.5729,139700.6957,9, ,364787.0291,139703.1333, ,364790.4112,139708.7949, ,364787.8105,139704.4414
TK5_11_17,364788.936,139706.3255,9, ,364790.3923,139708.7631, ,364793.7744,139714.4247, ,364791.1737,139710.0712
TK5_11_18,364792.2802,139711.9235,9, ,364793.7365,139714.3612, ,364797.1186,139720.0227, ,364794.5179,139715.6693
TK5_11_19,364795.6434,139717.5533,9, ,364797.0996,139719.991, ,364800.4818,139725.6525, ,364797.8811,139721.299
TK5_11_20,364798.9917,139723.1582,9, ,364800.448,139725.5959, ,364803.8301,139731.2574, ,364801.2294,139726.9039
TK5_11_21,364802.3549,139728.788,9, ,364803.8111,139731.2256, ,364807.1933,139736.8872, ,364804.5926,139732.5337
TK5_11_22,364805.7171,139734.4161,9, ,364807.1733,139736.8537, ,364810.5554,139742.5153, ,364807.9547,139738.1618
TK5_11_23,364809.0802,139740.0458,9, ,364810.5365,139742.4835, ,364813.9186,139748.1451, ,364811.3179,139743.7916
TK5_11_24,364812.4285,139745.6507,9, ,364813.8848,139748.0884, ,364817.2669,139753.75, ,364814.6662,139749.3965
TK5_11_25,364815.7917,139751.2805,9, ,364817.2479,139753.7182, ,364820.6301,139759.3797, ,364818.0294,139755.0263
TK5_11_26,364819.1359,139756.8786,9, ,364820.5921,139759.3162, ,364823.9743,139764.9778, ,364821.3736,139760.6243
TK5_11_27,364822.4991,139762.5084,9, ,364823.9553,139764.946, ,364827.3375,139770.6076, ,364824.7368,139766.2541
TK5_11_28,364827.1806,139770.3449,9, ,364828.6368,139772.7826, ,364832.0189,139778.4441, ,364829.4182,139774.0907
TK5_11_29,364830.5437,139775.9747,9, ,364832,139778.4124, ,364835.3821,139784.0739, ,364832.7814,139779.7205
TK5_11_30,364833.9049,139781.6011,9, ,364835.3611,139784.0387, ,364838.7432,139789.7003, ,364836.1425,139785.3468
TK5_11_31,364837.268,139787.2309,9, ,364838.7243,139789.6685, ,364842.1064,139795.3301, ,364839.5057,139790.9766
TK5_11_32,364841.7444,139794.7241,9, ,364843.2007,139797.1617, ,364846.5828,139802.8233, ,364843.9821,139798.4698
TK5_11_33,364845.1076,139800.3539,9, ,364846.5638,139802.7915, ,364849.946,139808.4531, ,364847.3453,139804.0996
TK5_11_34,364848.4518,139805.9519,9, ,364849.908,139808.3896, ,364853.2902,139814.0511, ,364850.6895,139809.6977
TK5_11_35,364851.815,139811.5817,9, ,364853.2712,139814.0194, ,364856.6534,139819.6809, ,364854.0527,139815.3274
TK5_11_36,364855.1633,139817.1866,9, ,364856.6195,139819.6242, ,364860.0017,139825.2858, ,364857.401,139820.9323
TK5_11_37,364858.7828,139823.2455,9, ,364860.2391,139825.6832, ,364863.6212,139831.3448, ,364861.0205,139826.9913
TK6_00_1,364745.0613,139610.8512,1, ,364746.5175,139613.2888, ,364749.8996,139618.9504, ,364747.2989,139614.5969
TK6_00_2,364748.1378,139616.0012,1, ,364749.594,139618.4388, ,364752.9762,139624.1004, ,364750.3755,139619.7469
TK6_00_3,364751.6317,139621.8498,1, ,364753.088,139624.2875, ,364756.4701,139629.949, ,364753.8694,139625.5956
TK6_00_4,364754.9949,139627.4796,1, ,364756.4511,139629.9173, ,364759.8333,139635.5788, ,364757.2326,139631.2254
TK6_00_5,364758.3432,139633.0845,1, ,364759.7994,139635.5222, ,364763.1816,139641.1837, ,364760.5809,139636.8303
TK6_00_6,364761.7059,139638.7135,9, ,364763.1621,139641.1511, ,364766.5443,139646.8127, ,364763.9436,139642.4592
TK6_00_7,364765.0691,139644.3433,9, ,364766.5253,139646.7809, ,364769.9074,139652.4425, ,364767.3067,139648.089
TK6_00_8,364768.4174,139649.9482,9, ,364769.8736,139652.3858, ,364773.2557,139658.0474, ,364770.655,139653.6939
TK6_00_9,364771.7805,139655.5779,9, ,364773.2368,139658.0156, ,364776.6189,139663.6772, ,364774.0182,139659.3237
TK6_00_10,364775.1247,139661.176,9, ,364776.581,139663.6136, ,364779.9631,139669.2752, ,364777.3624,139664.9217
TK6_00_11,364778.4879,139666.8058,9, ,364779.9441,139669.2434, ,364783.3263,139674.905, ,364780.7256,139670.5515
TK6_00_12,364781.8362,139672.4107,9, ,364783.2924,139674.8483, ,364786.6746,139680.5099, ,364784.0739,139676.1564
TK6_00_13,364785.1994,139678.0405,9, ,364786.6556,139680.4781, ,364790.0378,139686.1397, ,364787.4371,139681.7862
TK6_00_14,364788.5605,139683.6668,9, ,364790.0167,139686.1045, ,364793.3989,139691.766, ,364790.7982,139687.4126
TK6_00_15,364791.9237,139689.2966,9, ,364793.3799,139691.7343, ,364796.7621,139697.3958, ,364794.1614,139693.0424
TK6_00_16,364795.272,139694.9015,9, ,364796.7282,139697.3392, ,364800.1104,139703.0007, ,364797.5097,139698.6473
TK6_00_17,364798.6352,139700.5313,9, ,364800.0914,139702.969, ,364803.4736,139708.6305, ,364800.8728,139704.2771
TK6_00_18,364801.9794,139706.1293,9, ,364803.4356,139708.567, ,364806.8178,139714.2286, ,364804.2171,139709.8751
TK6_00_19,364805.3426,139711.7591,9, ,364806.7988,139714.1968, ,364810.1809,139719.8583, ,364807.5802,139715.5049
TK6_00_20,364808.6909,139717.364,9, ,364810.1471,139719.8017, ,364813.5292,139725.4632, ,364810.9285,139721.1098
TK6_00_21,364812.054,139722.9938,9, ,364813.5103,139725.4315, ,364816.8924,139731.093, ,364814.2917,139726.7396
TK6_00_22,364815.4162,139728.6219,9, ,364816.8724,139731.0596, ,364820.2546,139736.7211, ,364817.6539,139732.3677
TK6_00_23,364818.7794,139734.2517,9, ,364820.2356,139736.6893, ,364823.6177,139742.3509, ,364821.017,139737.9974
TK6_00_24,364822.1277,139739.8566,9, ,364823.5839,139742.2942, ,364826.966,139747.9558, ,364824.3653,139743.6023
TK6_00_25,364825.4908,139745.4864,9, ,364826.9471,139747.924, ,364830.3292,139753.5856, ,364827.7285,139749.2321
TK6_00_26,364828.835,139751.0844,9, ,364830.2913,139753.5221, ,364833.6734,139759.1836, ,364831.0727,139754.8302
TK6_00_27,364832.1982,139756.7142,9, ,364833.6545,139759.1519, ,364837.0366,139764.8134, ,364834.4359,139760.46
TK6_00_28,364836.8797,139764.5508,9, ,364838.3359,139766.9884, ,364841.7181,139772.65, ,364839.1174,139768.2965
TK6_00_29,364840.2429,139770.1805,9, ,364841.6991,139772.6182, ,364845.0813,139778.2798, ,364842.4806,139773.9263
TK6_00_30,364843.604,139775.8069,9, ,364845.0602,139778.2446, ,364848.4424,139783.9061, ,364845.8417,139779.5527
TK6_00_31,364846.9672,139781.4367,9, ,364848.4234,139783.8744, ,364851.8056,139789.5359, ,364849.2049,139785.1825
TK6_00_32,364851.4436,139788.9299,9, ,364852.8998,139791.3676, ,364856.2819,139797.0291, ,364853.6812,139792.6757
TK6_00_33,364854.8067,139794.5597,9, ,364856.263,139796.9974, ,364859.6451,139802.6589, ,364857.0444,139798.3055
TK6_00_34,364858.1509,139800.1577,9, ,364859.6072,139802.5954, ,364862.9893,139808.2569, ,364860.3886,139803.9035
TK6_00_35,364861.5141,139805.7875,9, ,364862.9703,139808.2252, ,364866.3525,139813.8867, ,364863.7518,139809.5333
TK6_00_36,364864.8624,139811.3924,9, ,364866.3187,139813.8301, ,364869.7008,139819.4916, ,364867.1001,139815.1382
TK6_00_37,364868.482,139817.4514,9, ,364869.9382,139819.889, ,364873.3204,139825.5506, ,364870.7197,139821.1971
TK6_11_1,364780.0125,139589.9717,1, ,364781.4687,139592.4094, ,364784.8509,139598.0709, ,364782.2502,139593.7175
TK6_11_2,364783.0891,139595.1217,1, ,364784.5453,139597.5593, ,364787.9274,139603.2209, ,364785.3267,139598.8674
TK6_11_3,364786.583,139600.9704,1, ,364788.0392,139603.408, ,364791.4214,139609.0696, ,364788.8207,139604.7161
TK6_11_4,364789.9462,139606.6001,1, ,364791.4024,139609.0378, ,364794.7845,139614.6994, ,364792.1838,139610.3459
TK6_11_5,364793.2945,139612.205,1, ,364794.7507,139614.6427, ,364798.1328,139620.3043, ,364795.5321,139615.9508
TK6_11_6,364796.6571,139617.834,9, ,364798.1134,139620.2716, ,364801.4955,139625.9332, ,364798.8948,139621.5797
TK6_11_7,364800.0203,139623.4638,9, ,364801.4765,139625.9014, ,364804.8587,139631.563, ,364802.258,139627.2095
TK6_11_8,364803.3686,139629.0687,9, ,364804.8248,139631.5063, ,364808.207,139637.1679, ,364805.6063,139632.8144
TK6_11_9,364806.7318,139634.6985,9, ,364808.188,139637.1361, ,364811.5702,139642.7977, ,364808.9694,139638.4442
TK6_11_10,364810.076,139640.2965,9, ,364811.5322,139642.7342, ,364814.9144,139648.3957, ,364812.3137,139644.0423
TK6_11_11,364813.4392,139645.9263,9, ,364814.8954,139648.364, ,364818.2775,139654.0255, ,364815.6768,139649.672
TK6_11_12,364816.7875,139651.5312,9, ,364818.2437,139653.9689, ,364821.6258,139659.6304, ,364819.0251,139655.2769
TK6_11_13,364820.1506,139657.161,9, ,364821.6069,139659.5986, ,364824.989,139665.2602, ,364822.3883,139660.9067
TK6_11_14,364823.5118,139662.7873,9, ,364824.968,139665.225, ,364828.3501,139670.8866, ,364825.7494,139666.5331
TK6_11_15,364826.8749,139668.4171,9, ,364828.3312,139670.8548, ,364831.7133,139676.5163, ,364829.1126,139672.1629
TK6_11_16,364830.2232,139674.022,9, ,364831.6795,139676.4597, ,364835.0616,139682.1212, ,364832.4609,139677.7678
TK6_11_17,364833.5864,139679.6518,9, ,364835.0426,139682.0895, ,364838.4248,139687.751, ,364835.8241,139683.3976
TK6_11_18,364836.9306,139685.2499,9, ,364838.3868,139687.6875, ,364841.769,139693.3491, ,364839.1683,139688.9956
TK6_11_19,364840.2938,139690.8796,9, ,364841.75,139693.3173, ,364845.1322,139698.9789, ,364842.5315,139694.6254
TK6_11_20,364843.6421,139696.4845,9, ,364845.0983,139698.9222, ,364848.4805,139704.5838, ,364845.8798,139700.2303
TK6_11_21,364847.0053,139702.1143,9, ,364848.4615,139704.552, ,364851.8436,139710.2135, ,364849.2429,139705.8601
TK6_11_22,364850.3674,139707.7424,9, ,364851.8237,139710.1801, ,364855.2058,139715.8416, ,364852.6051,139711.4882
TK6_11_23,364853.7306,139713.3722,9, ,364855.1868,139715.8099, ,364858.569,139721.4714, ,364855.9683,139717.118
TK6_11_24,364857.0789,139718.9771,9, ,364858.5351,139721.4148, ,364861.9173,139727.0763, ,364859.3166,139722.7229
TK6_11_25,364860.4421,139724.6069,9, ,364861.8983,139727.0446, ,364865.2805,139732.7061, ,364862.6797,139728.3526
TK6_11_26,364863.7863,139730.2049,9, ,364865.2425,139732.6426, ,364868.6247,139738.3041, ,364866.024,139733.9507
TK6_11_27,364867.1495,139735.8347,9, ,364868.6057,139738.2724, ,364871.9878,139743.9339, ,364869.3871,139739.5805
TK6_11_28,364871.8309,139743.6713,9, ,364873.2872,139746.1089, ,364876.6693,139751.7705, ,364874.0686,139747.417
TK6_11_29,364875.1941,139749.3011,9, ,364876.6503,139751.7387, ,364880.0325,139757.4003, ,364877.4318,139753.0468
TK6_11_30,364878.5552,139754.9274,9, ,364880.0115,139757.3651, ,364883.3936,139763.0266, ,364880.7929,139758.6732
TK6_11_31,364881.9184,139760.5572,9, ,364883.3746,139762.9949, ,364886.7568,139768.6564, ,364884.1561,139764.303
TK6_11_32,364886.3948,139768.0504,9, ,364887.851,139770.4881, ,364891.2332,139776.1496, ,364888.6325,139771.7962
TK6_11_33,364889.758,139773.6802,9, ,364891.2142,139776.1179, ,364894.5963,139781.7794, ,364891.9956,139777.426
TK6_11_34,364893.1022,139779.2783,9, ,364894.5584,139781.7159, ,364897.9405,139787.3775, ,364895.3398,139783.024
TK6_11_35,364896.4653,139784.908,9, ,364897.9216,139787.3457, ,364901.3037,139793.0072, ,364898.703,139788.6538
TK6_11_36,364899.8136,139790.5129,9, ,364901.2699,139792.9506, ,364904.652,139798.6121, ,364902.0513,139794.2587
TK6_11_37,364903.4332,139796.5719,9, ,364904.8894,139799.0095, ,364908.2716,139804.6711, ,364905.6709,139800.3176
TL1_00_1,364671.0316,139993.776,1, ,364672.4878,139996.2137, ,364675.87,140001.8752, ,364673.2693,139997.5218
TL1_00_2,364674.1082,139998.926,1, ,364675.5644,140001.3637, ,364678.9466,140007.0252, ,364676.3458,140002.6718
TL1_00_3,364677.6021,140004.7747,1, ,364679.0583,140007.2123, ,364682.4405,140012.8739, ,364679.8398,140008.5204
TL1_00_4,364680.9653,140010.4045,1, ,364682.4215,140012.8421, ,364685.8037,140018.5037, ,364683.203,140014.1502
TL1_00_5,364684.3136,140016.0094,1, ,364685.7698,140018.447, ,364689.152,140024.1086, ,364686.5513,140019.7551
TL1_00_6,364687.6763,140021.6383,9, ,364689.1325,140024.0759, ,364692.5147,140029.7375, ,364689.9139,140025.384
TL1_00_7,364691.0394,140027.2681,9, ,364692.4957,140029.7057, ,364695.8778,140035.3673, ,364693.2771,140031.0138
TL1_00_8,364694.3878,140032.873,9, ,364695.844,140035.3106, ,364699.2262,140040.9722, ,364696.6254,140036.6187
TL1_00_9,364697.7509,140038.5028,9, ,364699.2072,140040.9404, ,364702.5893,140046.602, ,364699.9886,140042.2485
TL1_00_10,364701.0952,140044.1008,9, ,364702.5514,140046.5385, ,364705.9335,140052.2, ,364703.3328,140047.8466
TL1_00_11,364704.4583,140049.7306,9, ,364705.9146,140052.1682, ,364709.2967,140057.8298, ,364706.696,140053.4763
TL1_00_12,364707.8067,140055.3355,9, ,364709.2629,140057.7731, ,364712.645,140063.4347, ,364710.0443,140059.0812
TL1_00_13,364711.1698,140060.9653,9, ,364712.6261,140063.4029, ,364716.0082,140069.0645, ,364713.4075,140064.711
TL1_00_14,364714.531,140066.5916,9, ,364715.9872,140069.0293, ,364719.3694,140074.6908, ,364716.7686,140070.3374
TL1_00_15,364717.8942,140072.2214,9, ,364719.3504,140074.6591, ,364722.7325,140080.3206, ,364720.1318,140075.9672
TL1_00_16,364721.2425,140077.8263,9, ,364722.6987,140080.264, ,364726.0809,140085.9255, ,364723.4801,140081.5721
TL1_00_17,364724.6056,140083.4561,9, ,364726.0619,140085.8938, ,364729.444,140091.5553, ,364726.8433,140087.2019
TL1_00_18,364727.9499,140089.0541,9, ,364729.4061,140091.4918, ,364732.7883,140097.1533, ,364730.1875,140092.7999
TL1_00_19,364731.313,140094.6839,9, ,364732.7693,140097.1216, ,364736.1514,140102.7831, ,364733.5507,140098.4297
TL1_00_20,364734.6614,140100.2888,9, ,364736.1176,140102.7265, ,364739.4997,140108.388, ,364736.899,140104.0346
TL1_00_21,364738.0245,140105.9186,9, ,364739.4808,140108.3563, ,364742.8629,140114.0178, ,364740.2622,140109.6644
TL1_00_22,364741.3867,140111.5467,9, ,364742.8429,140113.9843, ,364746.2251,140119.6459, ,364743.6244,140115.2924
TL1_00_23,364744.7499,140117.1765,9, ,364746.2061,140119.6141, ,364749.5883,140125.2757, ,364746.9876,140120.9222
TL1_00_24,364748.0982,140122.7814,9, ,364749.5544,140125.219, ,364752.9366,140130.8806, ,364750.3359,140126.5271
TL1_00_25,364751.4614,140128.4112,9, ,364752.9176,140130.8488, ,364756.2998,140136.5104, ,364753.6991,140132.1569
TL1_00_26,364754.8056,140134.0092,9, ,364756.2618,140136.4468, ,364759.644,140142.1084, ,364757.0433,140137.7549
TL1_00_27,364758.1688,140139.639,9, ,364759.625,140142.0766, ,364763.0072,140147.7382, ,364760.4065,140143.3847
TL1_00_28,364761.5171,140145.2439,9, ,364762.9733,140147.6815, ,364766.3555,140153.3431, ,364763.7548,140148.9896
TL1_00_29,364764.8803,140150.8737,9, ,364766.3365,140153.3113, ,364769.7187,140158.9729, ,364767.118,140154.6194
TL1_00_30,364768.2414,140156.5,9, ,364769.6976,140158.9377, ,364773.0798,140164.5992, ,364770.4791,140160.2458
TL1_00_31,364771.6046,140162.1298,9, ,364773.0608,140164.5675, ,364776.443,140170.229, ,364773.8423,140165.8755
TL1_00_32,364774.9529,140167.7347,9, ,364776.4091,140170.1724, ,364779.7913,140175.8339, ,364777.1906,140171.4804
TL1_00_33,364778.3161,140173.3645,9, ,364779.7723,140175.8021, ,364783.1545,140181.4637, ,364780.5538,140177.1102
TL1_00_34,364781.6603,140178.9625,9, ,364783.1165,140181.4002, ,364786.4987,140187.0617, ,364783.898,140182.7083
TL1_00_35,364785.0235,140184.5923,9, ,364786.4797,140187.03, ,364789.8619,140192.6915, ,364787.2612,140188.338
TL1_11_1,364706.0215,139972.8734,1, ,364707.4777,139975.3111, ,364710.8598,139980.9726, ,364708.2591,139976.6192
TL1_11_2,364709.098,139978.0234,1, ,364710.5542,139980.4611, ,364713.9364,139986.1226, ,364711.3357,139981.7692
TL1_11_3,364712.5919,139983.8721,1, ,364714.0482,139986.3097, ,364717.4303,139991.9713, ,364714.8296,139987.6178
TL1_11_4,364715.9551,139989.5019,1, ,364717.4114,139991.9395, ,364720.7935,139997.6011, ,364718.1928,139993.2476
TL1_11_5,364719.3034,139995.1068,1, ,364720.7597,139997.5444, ,364724.1418,140003.206, ,364721.5411,139998.8525
TL1_11_6,364722.6661,140000.7357,9, ,364724.1223,140003.1734, ,364727.5045,140008.8349, ,364724.9038,140004.4814
TL1_11_7,364726.0293,140006.3655,9, ,364727.4855,140008.8031, ,364730.8677,140014.4647, ,364728.267,140010.1112
TL1_11_8,364729.3776,140011.9704,9, ,364730.8338,140014.408, ,364734.216,140020.0696, ,364731.6153,140015.7161
TL1_11_9,364732.7408,140017.6002,9, ,364734.197,140020.0378, ,364737.5792,140025.6994, ,364734.9785,140021.3459
TL1_11_10,364736.085,140023.1982,9, ,364737.5412,140025.6359, ,364740.9234,140031.2974, ,364738.3227,140026.944
TL1_11_11,364739.4482,140028.828,9, ,364740.9044,140031.2656, ,364744.2866,140036.9272, ,364741.6859,140032.5737
TL1_11_12,364742.7965,140034.4329,9, ,364744.2527,140036.8705, ,364747.6349,140042.5321, ,364745.0342,140038.1786
TL1_11_13,364746.1597,140040.0627,9, ,364747.6159,140042.5003, ,364750.9981,140048.1619, ,364748.3974,140043.8084
TL1_11_14,364749.5208,140045.689,9, ,364750.977,140048.1267, ,364754.3592,140053.7882, ,364751.7585,140049.4348
