Filename,PSA_AIFO_Coordinates,,,,,,,,,,,
Format,2.1,,,,,,,,,,,
Modified on,25/09/24,,,,,,,,,,,
Reserved,,,,,,,,,,,,
Reserved,,,,,,,,,,,,
Reserved,,,,,,,,,,,,
Reserved,,,,,,,,,,,,
Reserved,,,,,,,,,,,,
Reserved,,,,,,,,,,,,
Slot Label, Raw x, Raw y, Slot Type, , 20F Front x, 20F Front y, , 20F Rear x, 20F Rear y, , 45F Front x, 45F Front y
TF5_11_17,364858.9393,139355.4372,9, ,364857.4831,139352.9996, ,364854.101,139347.338, ,364856.7017,139351.6915
TF5_11_18,364855.5762,139349.8074,9, ,364854.12,139347.3698, ,364850.7378,139341.7082, ,364853.3385,139346.0617
TF5_11_19,364852.214,139344.1794,9, ,364850.7578,139341.7417, ,364847.3757,139336.0801, ,364849.9764,139340.4336
TF5_11_20,364848.8509,139338.5496,9, ,364847.3946,139336.1119, ,364844.0125,139330.4503, ,364846.6132,139334.8038
TF5_11_21,364845.5026,139332.9447,9, ,364844.0463,139330.507, ,364840.6642,139324.8454, ,364843.2649,139329.1989
TF5_11_22,364842.1394,139327.3149,9, ,364840.6832,139324.8772, ,364837.301,139319.2156, ,364839.9017,139323.5691
TF5_11_23,364838.7952,139321.7168,9, ,364837.339,139319.2792, ,364833.9568,139313.6176, ,364836.5575,139317.9711
TF5_11_24,364835.432,139316.087,9, ,364833.9758,139313.6494, ,364830.5937,139307.9878, ,364833.1944,139312.3413
TF5_11_25,364832.0837,139310.4821,9, ,364830.6275,139308.0445, ,364827.2454,139302.3829, ,364829.8461,139306.7364
TF5_11_26,364828.7206,139304.8523,9, ,364827.2643,139302.4147, ,364823.8822,139296.7531, ,364826.4829,139301.1066
TF5_11_27,364825.3595,139299.226,9, ,364823.9032,139296.7883, ,364820.5211,139291.1268, ,364823.1218,139295.4802
TF5_11_28,364821.9963,139293.5962,9, ,364820.5401,139291.1585, ,364817.1579,139285.497, ,364819.7586,139289.8504
TF5_11_29,364818.648,139287.9913,9, ,364817.1918,139285.5536, ,364813.8096,139279.8921, ,364816.4103,139284.2455
TF5_11_30,364815.2848,139282.3615,9, ,364813.8286,139279.9238, ,364810.4465,139274.2623, ,364813.0472,139278.6157
TF5_11_31,364811.9406,139276.7634,9, ,364810.4844,139274.3258, ,364807.1023,139268.6642, ,364809.703,139273.0177
TF5_11_32,364808.5775,139271.1336,9, ,364807.1212,139268.696, ,364803.7391,139263.0344, ,364806.3398,139267.3879
TF5_11_33,364805.2292,139265.5287,9, ,364803.7729,139263.0911, ,364800.3908,139257.4295, ,364802.9915,139261.783
TF5_11_34,364801.866,139259.8989,9, ,364800.4098,139257.4613, ,364797.0276,139251.7997, ,364799.6283,139256.1532
TF5_11_35,364798.5033,139254.27,9, ,364797.0471,139251.8323, ,364793.665,139246.1708, ,364796.2657,139250.5242
TF5_11_36,364795.155,139248.6651,9, ,364793.6988,139246.2274, ,364790.3167,139240.5659, ,364792.9174,139244.9193
TF5_11_37,364791.7919,139243.0353,9, ,364790.3356,139240.5976, ,364786.9535,139234.9361, ,364789.5542,139239.2895
TF5_11_38,364788.2979,139237.1866,9, ,364786.8417,139234.749, ,364783.4596,139229.0874, ,364786.0603,139233.4409
TG1_00_1,364976.488859,139068.274624,1, ,364975.032651,139065.836992, ,364971.668946,139060.206288, ,364974.283985,139064.583757
TG1_00_2,364973.17636,139062.696499,1, ,364971.720152,139060.258867, ,364968.356447,139054.628163, ,364970.971487,139059.005632
TG1_00_3,364969.832615,139057.102777,1, ,364968.376407,139054.665145, ,364965.012702,139049.034441, ,364967.627742,139053.41191
TG1_00_4,364966.457627,139051.477817,1, ,364965.00142,139049.040186, ,364961.637715,139043.409481, ,364964.252754,139047.78695
TG1_00_5,364963.113886,139045.868454,1, ,364961.657679,139043.430822, ,364958.293974,139037.800118, ,364960.909014,139042.177587
TG1_00_6,364959.770149,139040.24345,9, ,364958.313942,139037.805818, ,364954.950237,139032.175114, ,364957.565277,139036.552583
TG1_00_7,364956.426342,139034.649623,9, ,364954.970135,139032.211991, ,364951.60643,139026.581286, ,364954.221469,139030.958756
TG1_00_8,364953.051359,139029.009022,9, ,364951.595151,139026.57139, ,364948.231447,139020.940685, ,364950.846486,139025.318155
TG1_00_9,364949.707614,139023.4153,9, ,364948.251407,139020.977668, ,364944.887702,139015.346963, ,364947.502741,139019.724432
TG1_00_10,364946.332631,139017.774699,9, ,364944.876423,139015.337067, ,364941.512719,139009.706362, ,364944.127758,139014.083831
TG1_00_11,364942.988894,139012.149694,9, ,364941.532687,139009.712062, ,364938.168982,139004.081357, ,364940.784022,139008.458827
TG1_00_12,364939.613845,139006.524629,9, ,364938.157637,139004.086997, ,364934.793933,138998.456291, ,364937.408972,139002.833761
TG1_00_13,364936.270104,139000.915265,9, ,364934.813897,138998.477633, ,364931.450192,138992.846927, ,364934.065232,138997.224397
TG1_00_14,364932.895117,138995.290304,9, ,364931.43891,138992.852672, ,364928.075206,138987.221967, ,364930.690245,138991.599437
TG1_00_15,364929.551399,138989.696565,9, ,364928.095192,138987.258933, ,364924.731488,138981.628227, ,364927.346527,138986.005698
TG1_00_16,364926.207641,138984.055935,9, ,364924.751433,138981.618302, ,364921.387729,138975.987597, ,364924.002768,138980.365067
TG1_00_17,364922.83261,138978.462135,9, ,364921.376402,138976.024503, ,364918.012698,138970.393797, ,364920.627737,138974.771267
TG1_00_18,364919.488851,138972.821505,9, ,364918.032644,138970.383872, ,364914.66894,138964.753166, ,364917.283979,138969.130637
TG1_00_19,364916.113865,138967.196543,9, ,364914.657657,138964.758911, ,364911.293953,138959.128205, ,364913.908992,138963.505675
TG1_00_20,364912.770129,138961.571538,9, ,364911.313921,138959.133905, ,364907.950217,138953.503199, ,364910.565256,138957.880669
TG1_00_21,364909.395076,138955.962112,9, ,364907.938868,138953.52448, ,364904.575165,138947.893773, ,364907.190203,138952.271244
TG1_00_22,364906.05134,138950.337106,9, ,364904.595133,138947.899474, ,364901.231429,138942.268767, ,364903.846467,138946.646238
TG1_00_23,364902.7076,138944.727741,9, ,364901.251393,138942.290108, ,364897.887689,138936.659402, ,364900.502728,138941.036873
TG1_00_24,364899.332614,138939.102779,9, ,364897.876407,138936.665147, ,364894.512703,138931.03444, ,364897.127741,138935.411911
TG1_00_25,364895.988874,138933.493414,9, ,364894.532667,138931.055781, ,364891.168963,138925.425074, ,364893.784002,138929.802545
TG1_00_26,364892.613888,138927.868452,9, ,364891.157681,138925.430819, ,364887.793977,138919.800112, ,364890.409016,138924.177583
TG1_00_27,364889.270152,138922.243445,9, ,364887.813945,138919.805812, ,364884.450242,138914.175105, ,364887.06528,138918.552577
TG1_00_28,364885.895104,138916.618378,9, ,364884.438897,138914.180745, ,364881.075193,138908.550038, ,364883.690232,138912.927509
TG1_00_29,364882.551364,138911.009012,9, ,364881.095157,138908.571379, ,364877.731454,138902.940672, ,364880.346492,138907.318143
TG1_00_30,364879.176378,138905.38405,9, ,364877.720171,138902.946417, ,364874.356468,138897.315709, ,364876.971506,138901.693181
TG1_00_31,364875.832639,138899.774684,9, ,364874.376432,138897.33705, ,364871.012729,138891.706343, ,364873.627767,138896.083815
TG1_00_32,364872.488878,138894.149692,9, ,364871.032671,138891.712059, ,364867.668968,138886.081351, ,364870.284006,138890.458823
TG1_00_33,364869.145138,138888.540326,9, ,364867.688932,138886.102692, ,364864.325229,138880.471984, ,364866.940267,138884.849456
TG1_00_34,364865.77009,138882.915258,9, ,364864.313883,138880.477624, ,364860.950181,138874.846917, ,364863.565219,138879.224389
TG1_00_35,364862.395131,138877.290279,9, ,364860.938924,138874.852646, ,364857.575221,138869.221938, ,364860.190259,138873.59941
TG1_00_36,364859.051392,138871.680912,9, ,364857.595185,138869.243279, ,364854.231482,138863.612571, ,364856.84652,138867.990043
TG1_00_37,364855.707631,138866.05592,9, ,364854.251424,138863.618287, ,364850.887721,138857.987578, ,364853.502759,138862.365051
TG1_00_38,364852.20765,138860.196553,9, ,364850.751444,138857.758919, ,364847.387741,138852.128211, ,364850.002779,138856.505683
TG1_11_1,364942.0354,139088.8513,1, ,364940.5792,139086.4137, ,364937.197,139080.7521, ,364939.7977,139085.1056
TG1_11_2,364938.7014,139083.2705,1, ,364937.2452,139080.8328, ,364933.8631,139075.1712, ,364936.4638,139079.5247
TG1_11_3,364935.3644,139077.6844,1, ,364933.9082,139075.2468, ,364930.5261,139069.5852, ,364933.1268,139073.9387
TG1_11_4,364932.0013,139072.0546,1, ,364930.545,139069.617, ,364927.1629,139063.9554, ,364929.7636,139068.3089
TG1_11_5,364928.653,139066.4497,1, ,364927.1968,139064.0121, ,364923.8146,139058.3505, ,364926.4153,139062.704
TG1_11_6,364925.2898,139060.8199,9, ,364923.8336,139058.3823, ,364920.4515,139052.7207, ,364923.0522,139057.0742
TG1_11_7,364921.9456,139055.2219,9, ,364920.4894,139052.7842, ,364917.1073,139047.1227, ,364919.708,139051.4761
TG1_11_8,364918.5825,139049.5921,9, ,364917.1262,139047.1544, ,364913.7441,139041.4929, ,364916.3448,139045.8463
TG1_11_9,364915.2342,139043.9872,9, ,364913.7779,139041.5495, ,364910.3958,139035.888, ,364912.9965,139040.2414
TG1_11_10,364911.871,139038.3574,9, ,364910.4148,139035.9197, ,364907.0326,139030.2582, ,364909.6333,139034.6116
TG1_11_11,364908.5099,139032.731,9, ,364907.0537,139030.2934, ,364903.6715,139024.6318, ,364906.2722,139028.9853
TG1_11_12,364905.1467,139027.1012,9, ,364903.6905,139024.6636, ,364900.3084,139019.002, ,364902.9091,139023.3555
TG1_11_13,364901.7984,139021.4963,9, ,364900.3422,139019.0587, ,364896.9601,139013.3971, ,364899.5608,139017.7506
TG1_11_14,364898.4353,139015.8665,9, ,364896.9791,139013.4289, ,364893.5969,139007.7673, ,364896.1976,139012.1208
TG1_11_15,364895.0911,139010.2685,9, ,364893.6349,139007.8308, ,364890.2527,139002.1693, ,364892.8534,139006.5227
TG1_11_16,364891.7279,139004.6387,9, ,364890.2717,139002.201, ,364886.8896,138996.5395, ,364889.4903,139000.8929
TG1_11_17,364888.3796,138999.0338,9, ,364886.9234,138996.5961, ,364883.5413,138990.9346, ,364886.142,138995.288
TG1_11_18,364885.0165,138993.404,9, ,364883.5602,138990.9663, ,364880.1781,138985.3048, ,364882.7788,138989.6582
TG1_11_19,364881.6543,138987.7759,9, ,364880.1981,138985.3383, ,364876.816,138979.6767, ,364879.4167,138984.0302
TG1_11_20,364878.2912,138982.1461,9, ,364876.835,138979.7085, ,364873.4528,138974.0469, ,364876.0535,138978.4004
TG1_11_21,364874.9429,138976.5412,9, ,364873.4867,138974.1036, ,364870.1045,138968.442, ,364872.7052,138972.7955
TG1_11_22,364871.5797,138970.9114,9, ,364870.1235,138968.4738, ,364866.7414,138962.8122, ,364869.3421,138967.1657
TG1_11_23,364868.2355,138965.3134,9, ,364866.7793,138962.8757, ,364863.3972,138957.2142, ,364865.9979,138961.5676
TG1_11_24,364864.8724,138959.6836,9, ,364863.4161,138957.2459, ,364860.034,138951.5844, ,364862.6347,138955.9378
TG1_11_25,364861.5241,138954.0787,9, ,364860.0679,138951.641, ,364856.6857,138945.9795, ,364859.2864,138950.3329
TG1_11_26,364858.1609,138948.4489,9, ,364856.7047,138946.0112, ,364853.3226,138940.3497, ,364855.9233,138944.7031
TG1_11_27,364854.7998,138942.8225,9, ,364853.3436,138940.3848, ,364849.9614,138934.7233, ,364852.5621,138939.0767
TG1_11_28,364851.4366,138937.1927,9, ,364849.9804,138934.755, ,364846.5983,138929.0935, ,364849.199,138933.4469
TG1_11_29,364848.0884,138931.5878,9, ,364846.6321,138929.1501, ,364843.25,138923.4886, ,364845.8507,138927.842
TG1_11_30,364844.7252,138925.958,9, ,364843.269,138923.5203, ,364839.8868,138917.8588, ,364842.4875,138922.2122
TG1_11_31,364841.381,138920.36,9, ,364839.9248,138917.9223, ,364836.5426,138912.2607, ,364839.1433,138916.6142
TG1_11_32,364838.0178,138914.7302,9, ,364836.5616,138912.2925, ,364833.1795,138906.6309, ,364835.7802,138910.9844
TG1_11_33,364834.6696,138909.1253,9, ,364833.2133,138906.6876, ,364829.8312,138901.026, ,364832.4319,138905.3795
TG1_11_34,364831.3064,138903.4955,9, ,364829.8502,138901.0578, ,364826.468,138895.3962, ,364829.0687,138899.7497
TG1_11_35,364827.9437,138897.8665,9, ,364826.4875,138895.4289, ,364823.1054,138889.7673, ,364825.7061,138894.1208
TG1_11_36,364824.5954,138892.2616,9, ,364823.1392,138889.8239, ,364819.7571,138884.1624, ,364822.3578,138888.5158
TG1_11_37,364821.2323,138886.6318,9, ,364819.7761,138884.1941, ,364816.3939,138878.5326, ,364818.9946,138882.886
TG1_11_38,364817.7384,138880.7831,9, ,364816.2822,138878.3455, ,364812.9,138872.6839, ,364815.5007,138877.0374
TG2_00_1,364931.993,139094.8505,1, ,364930.5368,139092.4129, ,364927.1546,139086.7513, ,364929.7553,139091.1048
TG2_00_2,364928.6591,139089.2696,1, ,364927.2028,139086.832, ,364923.8207,139081.1704, ,364926.4214,139085.5239
TG2_00_3,364925.322,139083.6836,1, ,364923.8658,139081.246, ,364920.4837,139075.5844, ,364923.0844,139079.9379
TG2_00_4,364921.9589,139078.0538,1, ,364920.5027,139075.6162, ,364917.1205,139069.9546, ,364919.7212,139074.3081
TG2_00_5,364918.6106,139072.4489,1, ,364917.1544,139070.0113, ,364913.7722,139064.3497, ,364916.3729,139068.7032
TG2_00_6,364915.2474,139066.8191,9, ,364913.7912,139064.3815, ,364910.4091,139058.7199, ,364913.0098,139063.0734
TG2_00_7,364911.9032,139061.2211,9, ,364910.447,139058.7834, ,364907.0649,139053.1219, ,364909.6656,139057.4753
TG2_00_8,364908.5401,139055.5913,9, ,364907.0838,139053.1536, ,364903.7017,139047.4921, ,364906.3024,139051.8455
TG2_00_9,364905.1918,139049.9864,9, ,364903.7356,139047.5487, ,364900.3534,139041.8872, ,364902.9541,139046.2406
TG2_00_10,364901.8286,139044.3566,9, ,364900.3724,139041.9189, ,364896.9903,139036.2574, ,364899.591,139040.6108
TG2_00_11,364898.4675,139038.7302,9, ,364897.0113,139036.2926, ,364893.6291,139030.631, ,364896.2298,139034.9845
TG2_00_12,364895.1043,139033.1004,9, ,364893.6481,139030.6628, ,364890.266,139025.0012, ,364892.8667,139029.3547
TG2_00_13,364891.756,139027.4955,9, ,364890.2998,139025.0579, ,364886.9177,139019.3963, ,364889.5184,139023.7498
TG2_00_14,364888.3929,139021.8657,9, ,364886.9367,139019.4281, ,364883.5545,139013.7665, ,364886.1552,139018.12
TG2_00_15,364885.0487,139016.2677,9, ,364883.5925,139013.83, ,364880.2103,139008.1685, ,364882.811,139012.5219
TG2_00_16,364881.6855,139010.6379,9, ,364880.2293,139008.2002, ,364876.8472,139002.5387, ,364879.4479,139006.8921
TG2_00_17,364878.3372,139005.033,9, ,364876.881,139002.5953, ,364873.4989,138996.9338, ,364876.0996,139001.2872
TG2_00_18,364874.9741,138999.4032,9, ,364873.5179,138996.9655, ,364870.1357,138991.304, ,364872.7364,138995.6574
TG2_00_19,364871.6119,138993.7751,9, ,364870.1557,138991.3374, ,364866.7736,138985.6759, ,364869.3743,138990.0293
TG2_00_20,364868.2488,138988.1453,9, ,364866.7926,138985.7076, ,364863.4104,138980.0461, ,364866.0111,138984.3995
TG2_00_21,364864.9005,138982.5404,9, ,364863.4443,138980.1027, ,364860.0621,138974.4412, ,364862.6628,138978.7946
TG2_00_22,364861.5373,138976.9106,9, ,364860.0811,138974.4729, ,364856.699,138968.8114, ,364859.2997,138973.1648
TG2_00_23,364858.1931,138971.3126,9, ,364856.7369,138968.8749, ,364853.3548,138963.2133, ,364855.9555,138967.5668
TG2_00_24,364854.83,138965.6828,9, ,364853.3737,138963.2451, ,364849.9916,138957.5835, ,364852.5923,138961.937
TG2_00_25,364851.4817,138960.0779,9, ,364850.0255,138957.6402, ,364846.6433,138951.9786, ,364849.244,138956.3321
TG2_00_26,364848.1185,138954.4481,9, ,364846.6623,138952.0104, ,364843.2802,138946.3488, ,364845.8809,138950.7023
TG2_00_27,364844.7574,138948.8217,9, ,364843.3012,138946.384, ,364839.9191,138940.7225, ,364842.5197,138945.0759
TG2_00_28,364841.3942,138943.1919,9, ,364839.938,138940.7542, ,364836.5559,138935.0927, ,364839.1566,138939.4461
TG2_00_29,364838.046,138937.587,9, ,364836.5897,138935.1493, ,364833.2076,138929.4878, ,364835.8083,138933.8412
TG2_00_30,364834.6828,138931.9572,9, ,364833.2266,138929.5195, ,364829.8444,138923.858, ,364832.4451,138928.2114
TG2_00_31,364831.3386,138926.3591,9, ,364829.8824,138923.9215, ,364826.5002,138918.2599, ,364829.1009,138922.6134
TG2_00_32,364827.9754,138920.7293,9, ,364826.5192,138918.2917, ,364823.1371,138912.6301, ,364825.7378,138916.9836
TG2_00_33,364824.6272,138915.1244,9, ,364823.1709,138912.6868, ,364819.7888,138907.0252, ,364822.3895,138911.3787
TG2_00_34,364821.264,138909.4946,9, ,364819.8078,138907.057, ,364816.4256,138901.3954, ,364819.0263,138905.7489
TG2_00_35,364817.9013,138903.8657,9, ,364816.4451,138901.428, ,364813.063,138895.7665, ,364815.6637,138900.1199
TG2_00_36,364814.5531,138898.2608,9, ,364813.0968,138895.8231, ,364809.7147,138890.1616, ,364812.3154,138894.515
TG2_00_37,364811.1899,138892.631,9, ,364809.7337,138890.1933, ,364806.3515,138884.5318, ,364808.9522,138888.8852
TG2_00_38,364807.696,138886.7823,9, ,364806.2398,138884.3447, ,364802.8576,138878.6831, ,364805.4583,138883.0366
TG2_11_1,364897.3678,139115.5351,1, ,364895.9116,139113.0975, ,364892.5295,139107.4359, ,364895.1302,139111.7894
TG2_11_2,364894.0339,139109.9543,1, ,364892.5777,139107.5166, ,364889.1955,139101.855, ,364891.7962,139106.2085
TG2_11_3,364890.6969,139104.3682,1, ,364889.2406,139101.9306, ,364885.8585,139096.269, ,364888.4592,139100.6225
TG2_11_4,364887.3337,139098.7384,1, ,364885.8775,139096.3008, ,364882.4953,139090.6392, ,364885.096,139094.9927
TG2_11_5,364883.9854,139093.1335,1, ,364882.5292,139090.6959, ,364879.147,139085.0343, ,364881.7477,139089.3878
TG2_11_6,364880.6222,139087.5037,9, ,364879.166,139085.0661, ,364875.7839,139079.4045, ,364878.3846,139083.758
TG2_11_7,364877.2781,139081.9057,9, ,364875.8218,139079.468, ,364872.4397,139073.8065, ,364875.0404,139078.1599
TG2_11_8,364873.9149,139076.2759,9, ,364872.4587,139073.8382, ,364869.0765,139068.1767, ,364871.6772,139072.5301
TG2_11_9,364870.5666,139070.671,9, ,364869.1104,139068.2333, ,364865.7282,139062.5718, ,364868.3289,139066.9252
TG2_11_10,364867.2034,139065.0412,9, ,364865.7472,139062.6035, ,364862.3651,139056.942, ,364864.9658,139061.2954
TG2_11_11,364863.8423,139059.4148,9, ,364862.3861,139056.9772, ,364859.004,139051.3156, ,364861.6047,139055.6691
TG2_11_12,364860.4792,139053.785,9, ,364859.0229,139051.3474, ,364855.6408,139045.6858, ,364858.2415,139050.0393
TG2_11_13,364857.1309,139048.1801,9, ,364855.6746,139045.7425, ,364852.2925,139040.0809, ,364854.8932,139044.4344
TG2_11_14,364853.7677,139042.5503,9, ,364852.3115,139040.1127, ,364848.9293,139034.4511, ,364851.53,139038.8046
TG2_11_15,364850.4235,139036.9523,9, ,364848.9673,139034.5146, ,364845.5851,139028.8531, ,364848.1858,139033.2065
TG2_11_16,364847.0603,139031.3225,9, ,364845.6041,139028.8848, ,364842.222,139023.2233, ,364844.8227,139027.5767
TG2_11_17,364843.7121,139025.7176,9, ,364842.2558,139023.2799, ,364838.8737,139017.6184, ,364841.4744,139021.9718
TG2_11_18,364840.3489,139020.0878,9, ,364838.8927,139017.6501, ,364835.5105,139011.9886, ,364838.1112,139016.342
TG2_11_19,364836.9868,139014.4597,9, ,364835.5305,139012.022, ,364832.1484,139006.3605, ,364834.7491,139010.7139
TG2_11_20,364833.6236,139008.8299,9, ,364832.1674,139006.3922, ,364828.7852,139000.7307, ,364831.3859,139005.0842
TG2_11_21,364830.2753,139003.225,9, ,364828.8191,139000.7873, ,364825.4369,138995.1258, ,364828.0376,138999.4792
TG2_11_22,364826.9121,138997.5952,9, ,364825.4559,138995.1575, ,364822.0738,138989.496, ,364824.6745,138993.8494
TG2_11_23,364823.5679,138991.9972,9, ,364822.1117,138989.5595, ,364818.7296,138983.8979, ,364821.3303,138988.2514
TG2_11_24,364820.2048,138986.3674,9, ,364818.7486,138983.9297, ,364815.3664,138978.2681, ,364817.9671,138982.6216
TG2_11_25,364816.8565,138980.7625,9, ,364815.4003,138978.3248, ,364812.0181,138972.6632, ,364814.6188,138977.0167
TG2_11_26,364813.4933,138975.1327,9, ,364812.0371,138972.695, ,364808.655,138967.0334, ,364811.2557,138971.3869
TG2_11_27,364810.1322,138969.5063,9, ,364808.676,138967.0686, ,364805.2939,138961.4071, ,364807.8945,138965.7605
TG2_11_28,364806.7691,138963.8765,9, ,364805.3128,138961.4388, ,364801.9307,138955.7773, ,364804.5314,138960.1307
TG2_11_29,364803.4208,138958.2716,9, ,364801.9645,138955.8339, ,364798.5824,138950.1724, ,364801.1831,138954.5258
TG2_11_30,364800.0576,138952.6418,9, ,364798.6014,138950.2041, ,364795.2192,138944.5426, ,364797.8199,138948.896
TG2_11_31,364796.7134,138947.0437,9, ,364795.2572,138944.6061, ,364791.875,138938.9445, ,364794.4757,138943.298
TG2_11_32,364793.3502,138941.4139,9, ,364791.894,138938.9763, ,364788.5119,138933.3147, ,364791.1126,138937.6682
TG2_11_33,364790.002,138935.809,9, ,364788.5457,138933.3714, ,364785.1636,138927.7098, ,364787.7643,138932.0633
TG2_11_34,364786.6388,138930.1792,9, ,364785.1826,138927.7416, ,364781.8004,138922.08, ,364784.4011,138926.4335
TG2_11_35,364783.2761,138924.5503,9, ,364781.8199,138922.1126, ,364778.4378,138916.4511, ,364781.0385,138920.8045
TG2_11_36,364779.9278,138918.9454,9, ,364778.4716,138916.5077, ,364775.0895,138910.8462, ,364777.6902,138915.1996
TG2_11_37,364776.5647,138913.3156,9, ,364775.1085,138910.8779, ,364771.7263,138905.2164, ,364774.327,138909.5698
TG2_11_38,364773.0708,138907.4669,9, ,364771.6145,138905.0292, ,364768.2324,138899.3677, ,364770.8331,138903.7211
TG3_00_1,364887.3253,139121.5344,1, ,364885.8691,139119.0967, ,364882.487,139113.4351, ,364885.0877,139117.7886
TG3_00_2,364883.9914,139115.9535,1, ,364882.5352,139113.5158, ,364879.153,139107.8543, ,364881.7537,139112.2077
TG3_00_3,364880.6544,139110.3675,1, ,364879.1982,139107.9298, ,364875.816,139102.2683, ,364878.4167,139106.6217
TG3_00_4,364877.2912,139104.7377,1, ,364875.835,139102.3, ,364872.4529,139096.6385, ,364875.0536,139100.9919
TG3_00_5,364873.9429,139099.1328,1, ,364872.4867,139096.6951, ,364869.1046,139091.0336, ,364871.7053,139095.387
TG3_00_6,364870.5798,139093.503,9, ,364869.1235,139091.0653, ,364865.7414,139085.4038, ,364868.3421,139089.7572
TG3_00_7,364867.2356,139087.9049,9, ,364865.7793,139085.4673, ,364862.3972,139079.8057, ,364864.9979,139084.1592
TG3_00_8,364863.8724,139082.2751,9, ,364862.4162,139079.8375, ,364859.034,139074.1759, ,364861.6347,139078.5294
TG3_00_9,364860.5241,139076.6702,9, ,364859.0679,139074.2326, ,364855.6858,139068.571, ,364858.2865,139072.9245
TG3_00_10,364857.161,139071.0404,9, ,364855.7047,139068.6028, ,364852.3226,139062.9412, ,364854.9233,139067.2947
TG3_00_11,364853.7998,139065.4141,9, ,364852.3436,139062.9764, ,364848.9615,139057.3149, ,364851.5622,139061.6683
TG3_00_12,364850.4367,139059.7843,9, ,364848.9805,139057.3466, ,364845.5983,139051.6851, ,364848.199,139056.0385
TG3_00_13,364847.0884,139054.1794,9, ,364845.6322,139051.7417, ,364842.25,139046.0802, ,364844.8507,139050.4336
TG3_00_14,364843.7252,139048.5496,9, ,364842.269,139046.1119, ,364838.8869,139040.4504, ,364841.4876,139044.8038
TG3_00_15,364840.381,139042.9515,9, ,364838.9248,139040.5139, ,364835.5427,139034.8523, ,364838.1434,139039.2058
TG3_00_16,364837.0179,139037.3217,9, ,364835.5616,139034.8841, ,364832.1795,139029.2225, ,364834.7802,139033.576
TG3_00_17,364833.6696,139031.7168,9, ,364832.2133,139029.2792, ,364828.8312,139023.6176, ,364831.4319,139027.9711
TG3_00_18,364830.3064,139026.087,9, ,364828.8502,139023.6494, ,364825.468,139017.9878, ,364828.0687,139022.3413
TG3_00_19,364826.9443,139020.4589,9, ,364825.488,139018.0213, ,364822.1059,139012.3597, ,364824.7066,139016.7132
TG3_00_20,364823.5811,139014.8291,9, ,364822.1249,139012.3915, ,364818.7427,139006.7299, ,364821.3434,139011.0834
TG3_00_21,364820.2328,139009.2242,9, ,364818.7766,139006.7866, ,364815.3945,139001.125, ,364817.9951,139005.4785
TG3_00_22,364816.8697,139003.5944,9, ,364815.4134,139001.1568, ,364812.0313,138995.4952, ,364814.632,138999.8487
TG3_00_23,364813.5255,138997.9964,9, ,364812.0692,138995.5587, ,364808.6871,138989.8972, ,364811.2878,138994.2506
TG3_00_24,364810.1623,138992.3666,9, ,364808.7061,138989.9289, ,364805.3239,138984.2674, ,364807.9246,138988.6208
TG3_00_25,364806.814,138986.7617,9, ,364805.3578,138984.324, ,364801.9756,138978.6625, ,364804.5763,138983.0159
TG3_00_26,364803.4508,138981.1319,9, ,364801.9946,138978.6942, ,364798.6125,138973.0327, ,364801.2132,138977.3861
TG3_00_27,364800.0897,138975.5055,9, ,364798.6335,138973.0679, ,364795.2514,138967.4063, ,364797.8521,138971.7598
TG3_00_28,364796.7266,138969.8757,9, ,364795.2703,138967.4381, ,364791.8882,138961.7765, ,364794.4889,138966.13
TG3_00_29,364793.3783,138964.2708,9, ,364791.922,138961.8332, ,364788.5399,138956.1716, ,364791.1406,138960.5251
TG3_00_30,364790.0151,138958.641,9, ,364788.5589,138956.2034, ,364785.1768,138950.5418, ,364787.7774,138954.8953
TG3_00_31,364786.6709,138953.043,9, ,364785.2147,138950.6053, ,364781.8326,138944.9438, ,364784.4333,138949.2972
TG3_00_32,364783.3078,138947.4132,9, ,364781.8515,138944.9755, ,364778.4694,138939.314, ,364781.0701,138943.6674
TG3_00_33,364779.9595,138941.8083,9, ,364778.5032,138939.3706, ,364775.1211,138933.7091, ,364777.7218,138938.0625
TG3_00_34,364776.5963,138936.1785,9, ,364775.1401,138933.7408, ,364771.7579,138928.0793, ,364774.3586,138932.4327
TG3_00_35,364773.2337,138930.5495,9, ,364771.7774,138928.1119, ,364768.3953,138922.4503, ,364770.996,138926.8038
TG3_00_36,364769.8854,138924.9446,9, ,364768.4291,138922.507, ,364765.047,138916.8454, ,364767.6477,138921.1989
TG3_00_37,364766.5222,138919.3148,9, ,364765.066,138916.8772, ,364761.6838,138911.2156, ,364764.2845,138915.5691
TG3_00_38,364763.0858,138913.4318,9, ,364761.6296,138910.9941, ,364758.2474,138905.3326, ,364760.8481,138909.686
TG3_11_1,364852.7088,139142.2138,1, ,364851.2526,139139.7761, ,364847.8705,139134.1146, ,364850.4712,139138.468
TG3_11_2,364849.3749,139136.6329,1, ,364847.9187,139134.1953, ,364844.5365,139128.5337, ,364847.1372,139132.8872
TG3_11_3,364846.0379,139131.0469,1, ,364844.5817,139128.6092, ,364841.1995,139122.9477, ,364843.8002,139127.3012
TG3_11_4,364842.6747,139125.4171,1, ,364841.2185,139122.9795, ,364837.8363,139117.3179, ,364840.437,139121.6714
TG3_11_5,364839.3264,139119.8122,1, ,364837.8702,139117.3745, ,364834.4881,139111.713, ,364837.0888,139116.0664
